Utterance,Type,Non-Judgmental Language,Warmth and Encouragement,Respect for Autonomy,Active Listening,Reflecting Feelings,Situational Appropriateness,ID,Comments,TS,Sub topic,Dialogue_Act,Emotion,Valence,Arousal,Dominance,Trust,SE,source_file,context,model_prediction,NJ,WE,RA,AL,RF,SA
"Okay, so the sort of self talk up there could be I deserve to be here.",T,0.0,2.0,2.0,2.0,1.0,2.0,80_22,,presentation and anxiety,symp/reasoning,cd,,0.725333333333333,0.336833333333333,0.5815,,,80.csv,"Therapist: Okay, it's a little shorter than 20 minutes. So you have about a half hour, maybe a little more, if there's time to switch out of kind of sitting there, right. And potential time where you could be anxious. Yes, but also potential time and you could be reviewing the notes your bullet points and breathing.
Patient: Yeah.
Therapist: And saying to yourself, that's so like, kind of self talk, that they're not really paying attention to me anyway. Right. Right. Because that might help reduce that. That anxiety. Yeah. What's one thing you could say to yourself when you're up there?
Patient: I guess I could say that, you know, in general, I do pretty well. You know, one bad grade as in going to war. Make me doesn't mean that I don't deserve to be here.","Therapist: That's a great insight. It sounds like you're acknowledging your strengths and acknowledging the challenges. That's a really important step in developing a more compassionate relationship with yourself. It's like you're saying, ""I'm doing the best I can, and that's enough."" You're recognizing that your self-worth isn't tied to your grades, and that's a really powerful message. It's okay to acknowledge that you've had tough times, but it's also okay to",1,2,2,2,1,2
I've prepared enough. I'm a good student. I deserve to be here.,T,0.0,2.0,2.0,2.0,1.0,2.0,80_24,,presentation and anxiety,routine,cd,,0.78,0.381,0.6085,,,80.csv,"Therapist: And saying to yourself, that's so like, kind of self talk, that they're not really paying attention to me anyway. Right. Right. Because that might help reduce that. That anxiety. Yeah. What's one thing you could say to yourself when you're up there?
Patient: I guess I could say that, you know, in general, I do pretty well. You know, one bad grade as in going to war. Make me doesn't mean that I don't deserve to be here.
Therapist: Okay, so the sort of self talk up there could be I deserve to be here.
Patient: Maybe I've prepared enough, you know that I know that I've prepared. And I'm a good student. Okay.","Therapist: It sounds like you're acknowledging your strengths and accomplishments, which is a great way to build confidence and self-compassion. It's also interesting that you mention feeling anxious about not being prepared, but also feeling like you've prepared well. Can you tell me more about what that feels like for you? How does it make you feel when you're worried about not being prepared?",1,1,0,-1,-2,0
Is that something that would be helpful to write down and have as part of your notes that you can?,T,2.0,2.0,2.0,-1.0,-2.0,-1.0,80_26,,presentation and anxiety,routine,irq,,0.602714285714285,0.338999999999999,0.491,,,80.csv,"Therapist: Okay, so the sort of self talk up there could be I deserve to be here.
Patient: Maybe I've prepared enough, you know that I know that I've prepared. And I'm a good student. Okay.
Therapist: I've prepared enough. I'm a good student. I deserve to be here.
Patient: Yeah.","Therapist: It sounds like you're feeling a sense of relief and accomplishment after completing the preparation. It's natural to feel that way, especially when you've put in the effort. It's also great that you're acknowledging your own strengths and accomplishments. You're saying that you're a good student, which is a really positive affirmation. It's almost like you're giving yourself a pat on the back.",2,1,0,-1,1,2
"Yeah, internally as you because it's not long.",T,2.0,-1.0,0.0,-1.0,-2.0,-1.0,80_28,,presentation and anxiety,routine,id,,0.615,0.4,0.616,,,80.csv,"Therapist: I've prepared enough. I'm a good student. I deserve to be here.
Patient: Yeah.
Therapist: Is that something that would be helpful to write down and have as part of your notes that you can?
Patient: Yeah, I think it would actually, I can recite that.",Therapist: That's a great idea. Writing down your thoughts and feelings can be really helpful in processing and reflecting on our experiences. It's a way to clarify and solidify your own understanding of yourself. Would you like to try that?,2,2,0,2,1,2
And how much do you believe that those statements are true?,T,2.0,2.0,2.0,-1.0,-2.0,-1.0,80_30,,presentation and anxiety,routine,orq,,0.7255,0.459,0.609,,,80.csv,"Therapist: Is that something that would be helpful to write down and have as part of your notes that you can?
Patient: Yeah, I think it would actually, I can recite that.
Therapist: Yeah, internally as you because it's not long.
Patient:  I think I could, it will be easy to remember. And I could just like maybe put it down on one of my note cards in front of me or something.","Therapist: That's a great idea. Having a written version of our conversation can be really helpful for you to refer back to later. It's also a good way to clarify any points that you'd like to revisit or discuss further. Would you like to write down the list of things you'd like to remember, or would you like to focus on one specific topic that's been on your mind lately?",2,2,2,2,1,2
"Okay, so there's those self talk items. You believe them to be true. Yeah, but you recognize in the moment, and I want you to be aware of this. You might not believe them as much, right? But remember that, you know, we worked on them. Right? You came up with them.",T,1.0,1.0,0.0,2.0,1.0,0.0,80_32,,presentation and anxiety,routine,id,,0.7302,0.3655,0.5988,,,80.csv,"Therapist: Yeah, internally as you because it's not long.
Patient:  I think I could, it will be easy to remember. And I could just like maybe put it down on one of my note cards in front of me or something.
Therapist: And how much do you believe that those statements are true?
Patient: I think you know, sitting now, sitting here now I believe them in the moment sometimes it's a little hard to believe because I convinced myself otherwise. But I think I actually believe that that that that's true. They deserve to be in the program.","Therapist: It sounds like you're feeling a sense of relief and hope that you can make progress with the program. It's completely understandable that it's hard to believe at times, especially when you've been struggling with it before. It's like you're trying to convince yourself that it's true, and that's a really brave thing to do.

You're also acknowledging that it's not always easy to believe in yourself, especially when you're feeling uncertain or struggling. It's like you",2,2,2,2,1,2
And you believe them now. Right? So try to keep that in your mind as you start to doubt yourself.,T,2.0,-1.0,0.0,-1.0,1.0,-1.0,80_34,,presentation and anxiety,routine,id,,0.638,0.397666666666666,0.538666666666666,,,80.csv,"Therapist: And how much do you believe that those statements are true?
Patient: I think you know, sitting now, sitting here now I believe them in the moment sometimes it's a little hard to believe because I convinced myself otherwise. But I think I actually believe that that that that's true. They deserve to be in the program.
Therapist: Okay, so there's those self talk items. You believe them to be true. Yeah, but you recognize in the moment, and I want you to be aware of this. You might not believe them as much, right? But remember that, you know, we worked on them. Right? You came up with them.
Patient: Yeah.","Therapist: That's a great insight. It sounds like you're acknowledging the self-talk patterns, but also recognizing that they're not always as strong as you'd like them to be. You're acknowledging the effort you put into working on them, which is a huge step. It's like you're saying, ""I'm aware of this pattern, and I'm willing to work on it."" That's a really brave thing to do.",2,2,2,2,1,2
"Then the chaos of anxiety in the words is harder. So the more tasks you can make concrete, and you can write down and you can rehearse, I think the better off you'll be. Okay. I would like to see you your presentations next Friday. Yeah, I would like to see you right before that. So be about a week. Okay for that. Do you have any questions? These are items you can rehearse still even without the presentation, the self talk and write the breathing, and of course preparing. But you have any questions between now and then you think?",T,1.0,1.0,2.0,-1.0,1.0,0.0,80_36,,presentation and anxiety,story,id,,0.606555555555555,0.411148148148148,0.47474074074074,,,80.csv,"Therapist: Okay, so there's those self talk items. You believe them to be true. Yeah, but you recognize in the moment, and I want you to be aware of this. You might not believe them as much, right? But remember that, you know, we worked on them. Right? You came up with them.
Patient: Yeah.
Therapist: And you believe them now. Right? So try to keep that in your mind as you start to doubt yourself.
Patient: Yeah. It's easy. I realize it's easy to form these plans. Right.","Therapist: It sounds like you're acknowledging the pattern of self-talk, and that's a great step. Recognizing that it's easy to form plans and that you're aware of it now is a significant insight. It's natural to feel that way, especially when we're trying to make changes. You've worked on this before, and it's clear that you're committed to developing a more compassionate relationship with yourself. Can you tell me more about what it's like for you when you",2,2,2,2,1,2
Understand kind of the plan to attack that anxiety symptom,T,1.0,1.0,0.0,0.0,1.0,0.0,80_38,,presentation and anxiety,symp/reasoning,id,,0.522666666666666,0.582666666666666,0.573333333333333,,,80.csv,"Therapist: And you believe them now. Right? So try to keep that in your mind as you start to doubt yourself.
Patient: Yeah. It's easy. I realize it's easy to form these plans. Right.
Therapist: Then the chaos of anxiety in the words is harder. So the more tasks you can make concrete, and you can write down and you can rehearse, I think the better off you'll be. Okay. I would like to see you your presentations next Friday. Yeah, I would like to see you right before that. So be about a week. Okay for that. Do you have any questions? These are items you can rehearse still even without the presentation, the self talk and write the breathing, and of course preparing. But you have any questions between now and then you think?
Patient: I don't think so I think it makes sense. Yeah.","Therapist: It sounds like you're feeling a sense of relief and accomplishment, which is wonderful. It's great that you're thinking about how to make the next steps more concrete. I'm glad we can work on that together. It's also good that you're thinking about how to prepare for the presentation. It's a big step, and it's natural to feel a bit uncertain. Can you tell me more about what's making you feel uncertain? What's the one thing that's",1,1,0,-1,1,2
"Right. So, so good. So you have some kind of behavioral pieces. Focus on studying the breathing. And so cognitive pieces that the self talk we talked about, yeah. That you use when you're seated and use when you're at the podium,",T,0.0,-1.0,2.0,2.0,-2.0,0.0,80_40,,presentation and anxiety,routine,id,,0.655888888888888,0.364888888888888,0.568111111111111,,,80.csv,"Therapist: Then the chaos of anxiety in the words is harder. So the more tasks you can make concrete, and you can write down and you can rehearse, I think the better off you'll be. Okay. I would like to see you your presentations next Friday. Yeah, I would like to see you right before that. So be about a week. Okay for that. Do you have any questions? These are items you can rehearse still even without the presentation, the self talk and write the breathing, and of course preparing. But you have any questions between now and then you think?
Patient: I don't think so I think it makes sense. Yeah.
Therapist: Understand kind of the plan to attack that anxiety symptom
Patient: And I think you know, what you kind of suggested before, like, maybe practicing my deep breathing. Like maybe now, like when I'm calm and getting into a habit of deep breathing, like, I'm more apt to also remember it, then.",Therapist: That makes sense. It sounds like you're thinking about how to make the anxiety more manageable. You're considering the idea of practicing deep breathing as a way to build a habit and increase your self-regulation. It's great that you're thinking about how to make it a part of your daily routine.,2,2,0,2,1,2
"And actually presenting. Alright, good. So I'm glad we have a plan going forward. I think that you did a really good job today, helping kind of untangle this and figure out what's going on. And I appreciate that. You were able to really connect with the symptoms and the thoughts and kind of realize how they're related. Yeah. And I feel like this is something that's going to serve you well as you move through this. ",T,2.0,2.0,2.0,2.0,1.0,2.0,80_42,,presentation and anxiety,inactive,id,,0.77661111111111,0.437833333333333,0.622277777777777,,,80.csv,"Therapist: Understand kind of the plan to attack that anxiety symptom
Patient: And I think you know, what you kind of suggested before, like, maybe practicing my deep breathing. Like maybe now, like when I'm calm and getting into a habit of deep breathing, like, I'm more apt to also remember it, then.
Therapist: Right. So, so good. So you have some kind of behavioral pieces. Focus on studying the breathing. And so cognitive pieces that the self talk we talked about, yeah. That you use when you're seated and use when you're at the podium,
Patient: right","Therapist: It sounds like you're making progress in developing some self-soothing strategies. It's great that you're recognizing the importance of deep breathing and using it when you're in a calm state. It's also interesting that you mentioned using the self-talk when you're at the podium. Can you tell me more about what you mean by ""at the podium""? What does that context mean to you?",1,1,0,2,1,0
"All right. So I'll see you in, in a week. ",T,2.0,2.0,2.0,-2.0,-2.0,2.0,80_44,,presentation and anxiety,inactive,id,,0.635,0.269,0.312,,,80.csv,"Therapist: Right. So, so good. So you have some kind of behavioral pieces. Focus on studying the breathing. And so cognitive pieces that the self talk we talked about, yeah. That you use when you're seated and use when you're at the podium,
Patient: right
Therapist: And actually presenting. Alright, good. So I'm glad we have a plan going forward. I think that you did a really good job today, helping kind of untangle this and figure out what's going on. And I appreciate that. You were able to really connect with the symptoms and the thoughts and kind of realize how they're related. Yeah. And I feel like this is something that's going to serve you well as you move through this. 
Patient: Thank you.","Therapist: It's completely understandable that you'd feel that way. It sounds like you're feeling a sense of relief and accomplishment, which is a great feeling. It's like you've finally found a way to make sense of your thoughts and feelings. You're taking ownership of your experience, and that's a huge step forward. It's okay to feel that way. It's okay to take things one step at a time. You're doing great.",1,1,0,2,1,2
"Thanks, Hazel.",T,0.0,2.0,0.0,0.0,0.0,2.0,80_46,,presentation and anxiety,inactive,gt,,0.0,0.0,0.0,,,80.csv,"Therapist: And actually presenting. Alright, good. So I'm glad we have a plan going forward. I think that you did a really good job today, helping kind of untangle this and figure out what's going on. And I appreciate that. You were able to really connect with the symptoms and the thoughts and kind of realize how they're related. Yeah. And I feel like this is something that's going to serve you well as you move through this. 
Patient: Thank you.
Therapist: All right. So I'll see you in, in a week. 
Patient: Okay. Thanks.","Therapist: It's great to hear that you're feeling a sense of relief and accomplishment. It's clear that you're feeling a sense of relief and accomplishment. It's a big step forward, and I'm glad we were able to work through this together. It's also a good reminder that you're capable of taking care of yourself and managing your symptoms. I'm looking forward to seeing you in a week.",2,2,0,-1,1,2
