Utterance,Type,Non-Judgmental Language,Warmth and Encouragement,Respect for Autonomy,Active Listening,Reflecting Feelings,Situational Appropriateness,ID,Comments,TS,Sub topic,Dialogue_Act,Emotion,Valence,Arousal,Dominance,Trust,SE,source_file,context,model_prediction,NJ,WE,RA,AL,RF,SA
So keep cycling through the same,T,1.0,1.0,2.0,-1.0,1.0,0.0,18_22,,fear of roberry,symp/reasoning,yq,,0.714,0.296,0.547,,,18.csv,"Patient: Now I sit in bed, and I just try to I just think about it.
Therapist: So you just keep thinking about it. Does it get worse as the time goes on? Or does it get better? What happens?
Patient: It gets, it gets worse.
Patient: I mean, I try to fall back asleep, and I stay in bed and I just think, you know, maybe I did leave the door unlocked. And then I just keep thinking that maybe it isn't locked.",So you're thinking about the door being unlocked.,2,1,0,2,1,-1
Do you ever do anything to try to get those thoughts to go away like focusing on something else?,T,1.0,1.0,0.0,-1.0,-2.0,0.0,18_24,,fear of roberry,routine,irq,,0.665428571428571,0.488142857142857,0.553714285714285,,,18.csv,"Patient: It gets, it gets worse.
Patient: I mean, I try to fall back asleep, and I stay in bed and I just think, you know, maybe I did leave the door unlocked. And then I just keep thinking that maybe it isn't locked.
Therapist: So keep cycling through the same
Patient: Yeah.",So you're having a lot of thoughts about the door being unlocked.,1,1,0,2,1,0
"Right? So you have have a fear that somebody is going to enter break in To where you live, and you're staying up at night thinking about whether the doors been secured. That's been that's been troubling. Anything else?",T,1.0,1.0,0.0,-1.0,1.0,0.0,18_26,,fear of roberry,story,irq,,0.603285714285714,0.436714285714285,0.478285714285714,,,18.csv,"Therapist: So keep cycling through the same
Patient: Yeah.
Therapist: Do you ever do anything to try to get those thoughts to go away like focusing on something else?
Patient: Um, well, I have like a ceiling fan above me. So sometimes, I'll just like, count how many times it goes around and just to distract myself from thinking about it. But I still think about the door being unlocked. Sometimes it helps.",So you have some strategies that you use to try to manage those thoughts.,2,2,0,2,1,2
What do you think  happen?,T,1.0,1.0,0.0,-1.0,-2.0,-1.0,18_28,,fear of damaged home-apartment,inactive,orq,,0.728,0.478,0.577,,,18.csv,"Therapist: Do you ever do anything to try to get those thoughts to go away like focusing on something else?
Patient: Um, well, I have like a ceiling fan above me. So sometimes, I'll just like, count how many times it goes around and just to distract myself from thinking about it. But I still think about the door being unlocked. Sometimes it helps.
Therapist: Right? So you have have a fear that somebody is going to enter break in To where you live, and you're staying up at night thinking about whether the doors been secured. That's been that's been troubling. Anything else?
Patient: Um, sometimes if I'm leaving for work, I'll get to my car and I'll think I let the hair Sugarland. And I'll think to myself, should I go back? I don't know what to do. And I'll just, like, kind of debate whether or not I should just go double check. I'm just worried that if I left the straightener on something, you know, that would happen, ",so you're worried about the door being unlocked.,2,1,0,-1,1,-1
"So when you leave, you're thinking about it was a hairspray Are you thinking about whether you unplugged it or not? Or turn it off or not?",T,1.0,1.0,0.0,-1.0,2.0,-1.0,18_30,,fear of damaged home-apartment,routine,yq,,0.5774,0.3336,0.4518,,,18.csv,"Therapist: Right? So you have have a fear that somebody is going to enter break in To where you live, and you're staying up at night thinking about whether the doors been secured. That's been that's been troubling. Anything else?
Patient: Um, sometimes if I'm leaving for work, I'll get to my car and I'll think I let the hair Sugarland. And I'll think to myself, should I go back? I don't know what to do. And I'll just, like, kind of debate whether or not I should just go double check. I'm just worried that if I left the straightener on something, you know, that would happen, 
Therapist: What do you think  happen?
Patient: Well, I mean, if I left the strainer on something, you know, it's if I have like clothes or something and it's it's on a quad like that burn, or if it's I just don't want anything. I don't want to place the burn down was nervous about.",So you're worried about the burn.,2,-1,0,-1,1,-1
And how long those thoughts go on for?,T,1.0,1.0,0.0,-1.0,-2.0,0.0,18_32,,fear of damaged home-apartment,routine,irq,,0.598666666666666,0.391999999999999,0.559333333333333,,,18.csv,"Therapist: What do you think  happen?
Patient: Well, I mean, if I left the strainer on something, you know, it's if I have like clothes or something and it's it's on a quad like that burn, or if it's I just don't want anything. I don't want to place the burn down was nervous about.
Therapist: So when you leave, you're thinking about it was a hairspray Are you thinking about whether you unplugged it or not? Or turn it off or not?
Patient: Yeah.",So you're thinking about it.,1,1,0,2,1,2
"Alright, so remember with the door you're saying that you you struggle with those thoughts, but you don't get up and check the door. Have you ever come back and checked to see if something was left on?",T,1.0,1.0,0.0,-1.0,-2.0,0.0,18_34,,fear of damaged home-apartment,routine,crq,,0.5666,0.4227,0.5045,,,18.csv,"Therapist: So when you leave, you're thinking about it was a hairspray Are you thinking about whether you unplugged it or not? Or turn it off or not?
Patient: Yeah.
Therapist: And how long those thoughts go on for?
Patient: Normally I think about it before I get to my car, and I'm like, well, maybe I should just go just to make sure I unplugged it and I turned it off. And then sometimes during the day, I'll be at work and I can't focus just because I'm thinking about, I'll come back and I'll see you know, my apartment burned down so I left the strainer plugged in.","So you're thinking about it before you leave, and then you're thinking about it during the day. And then you're thinking about it when you get back.",2,1,0,-1,1,2
So you're worried anxious,T,0.0,1.0,1.0,-1.0,0.0,-1.0,18_36,,fear of damaged home-apartment,symp/reasoning,yq,,0.1875,0.849499999999999,0.4145,,,18.csv,"Therapist: And how long those thoughts go on for?
Patient: Normally I think about it before I get to my car, and I'm like, well, maybe I should just go just to make sure I unplugged it and I turned it off. And then sometimes during the day, I'll be at work and I can't focus just because I'm thinking about, I'll come back and I'll see you know, my apartment burned down so I left the strainer plugged in.
Therapist: Alright, so remember with the door you're saying that you you struggle with those thoughts, but you don't get up and check the door. Have you ever come back and checked to see if something was left on?
Patient: No, I haven't. But it just I think about it. I would if I did leave it. If I did leave it on or plugged in.",So you're not checking the door.,2,-1,0,-1,-2,-1
"Yeah, afraid?",T,1.0,0.0,0.0,1.0,1.0,0.0,18_38,,"paranoia, anxiety",inactive,yq,,0.0,0.0,0.0,,,18.csv,"Therapist: Alright, so remember with the door you're saying that you you struggle with those thoughts, but you don't get up and check the door. Have you ever come back and checked to see if something was left on?
Patient: No, I haven't. But it just I think about it. I would if I did leave it. If I did leave it on or plugged in.
Therapist: So you're worried anxious
Patient: Yeah.",So you're worried about leaving something on the door.,2,1,0,-1,1,-1
"And how, how often does this happen? Like the cycle of thoughts?",T,1.0,1.0,0.0,-1.0,-2.0,0.0,18_40,,"paranoia, anxiety",inactive,irq,,0.677,0.3765,0.4895,,,18.csv,"Therapist: So you're worried anxious
Patient: Yeah.
Therapist: Yeah, afraid?
Patient: Yeah, definitely. All three.",So you're worried about the anxiety.,1,1,0,-1,1,0
So every day?,T,1.0,0.0,1.0,1.0,0.0,1.0,18_42,,"paranoia, anxiety",inactive,yq,,0.0,0.0,0.0,,,18.csv,"Therapist: Yeah, afraid?
Patient: Yeah, definitely. All three.
Therapist: And how, how often does this happen? Like the cycle of thoughts?
Patient: Probably throughout the day.",And how long does it take you to go from the thought to the action?,1,1,0,2,-2,-1
And how long has this been going on?,T,0.0,1.0,0.0,-1.0,-2.0,-1.0,18_44,,"paranoia, anxiety",symp/reasoning,irq,,0.541,0.353,0.543,,,18.csv,"Therapist: And how, how often does this happen? Like the cycle of thoughts?
Patient: Probably throughout the day.
Therapist: So every day?
Patient: every day, yeah.",So you're experiencing these thoughts every day.,2,1,0,-1,-2,0
this specific a year,T,1.0,1.0,2.0,-1.0,-2.0,-1.0,18_46,,"paranoia, anxiety",inactive,crq,,0.599,0.335999999999999,0.552999999999999,,,18.csv,"Therapist: So every day?
Patient: every day, yeah.
Therapist: And how long has this been going on?
Patient: For Ever since I moved, I guess into the apartment. So about I guess a year ",a year.,1,1,0,2,1,2
And in that year timeframe hasn't become any worse.,T,2.0,-1.0,1.0,-2.0,1.0,-1.0,18_48,,"paranoia, anxiety",inactive,yq,,0.5915,0.4335,0.529,,,18.csv,"Therapist: And how long has this been going on?
Patient: For Ever since I moved, I guess into the apartment. So about I guess a year 
Therapist: this specific a year
Patient: yeah.",So you've been experiencing these symptoms for a year.,1,1,0,-1,-2,2
Yeah. How did it start out?,T,1.0,-1.0,0.0,-2.0,-2.0,2.0,18_50,,"paranoia, anxiety",inactive,irq,,0.684,0.43,0.589,,,18.csv,"Therapist: this specific a year
Patient: yeah.
Therapist: And in that year timeframe hasn't become any worse.
Patient: Yeah.",So you've been able to maintain a job.,0,1,1,-1,-2,-1
I should as you thought about it.,T,2.0,2.0,1.0,-1.0,-2.0,-1.0,18_53,,"paranoia, anxiety",inactive,yq,,0.78,0.315,0.571,,,18.csv,"Patient: Yeah.
Therapist: Yeah. How did it start out?
Patient: Um, it started out with just, you know, I would go to bed and I would wake up in the light and think to myself tonight, the door I'm pretty sure I locked the door. And then I would just be fine. I could go back to sleep and be like, no, I remember I locked it. But then as it progressed, I really, I would wake up multiple times throughout the night. And I would
Patient: it would just keep me up.",So you're waking up multiple times a night.,1,1,0,-1,-2,-1
"All right, I want to ask a few other questions, try to help me figure out what's going on. Have you ever been diagnosed with any condition like a mental health condition?",T,1.0,1.0,0.0,-2.0,-2.0,-2.0,18_55,,"paranoia, anxiety",routine,yq,,0.64,0.435454545454545,0.503181818181818,,,18.csv,"Patient: Um, it started out with just, you know, I would go to bed and I would wake up in the light and think to myself tonight, the door I'm pretty sure I locked the door. And then I would just be fine. I could go back to sleep and be like, no, I remember I locked it. But then as it progressed, I really, I would wake up multiple times throughout the night. And I would
Patient: it would just keep me up.
Therapist: I should as you thought about it.
Patient: yeah",So you're having trouble sleeping.,2,1,0,-1,1,2
Have a medical condition?,T,1.0,1.0,0.0,-2.0,-2.0,-1.0,18_57,,acknowledging mental health,routine,yq,,0.669999999999999,0.381,0.6045,,,18.csv,"Therapist: I should as you thought about it.
Patient: yeah
Therapist: All right, I want to ask a few other questions, try to help me figure out what's going on. Have you ever been diagnosed with any condition like a mental health condition?
Patient: No",Have you ever had any medical conditions?,2,1,0,-1,-2,-1
Have you ever used alcohol or any other substances?,T,-1.0,-2.0,-1.0,-2.0,-1.0,1.0,18_59,,acknowledging mental health,routine,yq,,0.4765,0.398,0.379,,,18.csv,"Therapist: All right, I want to ask a few other questions, try to help me figure out what's going on. Have you ever been diagnosed with any condition like a mental health condition?
Patient: No
Therapist: Have a medical condition?
Patient: No, never.",Have you ever had any medical conditions?,2,1,0,-1,-2,-1
And is this been the first time in your life you've experienced these symptoms? Starting a year ago up till now?,T,1.0,1.0,2.0,-1.0,1.0,2.0,18_61,,acknowledging mental health,routine,yq,,0.609571428571428,0.415285714285714,0.610428571428571,,,18.csv,"Therapist: Have a medical condition?
Patient: No, never.
Therapist: Have you ever used alcohol or any other substances?
Patient: No",Have you ever had any mental health problems?,2,2,0,-1,1,2
"Yeah, ",T,2.0,1.0,2.0,1.0,1.0,2.0,18_62,,acknowledging mental health,routine,ack,,0.0,0.0,0.0,,,18.csv,"Patient: No, never.
Therapist: Have you ever used alcohol or any other substances?
Patient: No
Therapist: And is this been the first time in your life you've experienced these symptoms? Starting a year ago up till now?",So you've been experiencing these symptoms for a year.,2,1,0,-1,1,-1
never anything like this before.,T,2.0,1.0,2.0,-1.0,1.0,2.0,18_63,,acknowledging mental health,routine,yq,,0.719,0.353,0.446,,,18.csv,"Therapist: Have you ever used alcohol or any other substances?
Patient: No
Therapist: And is this been the first time in your life you've experienced these symptoms? Starting a year ago up till now?
Therapist: Yeah, ",so you've been experiencing these symptoms for a year.,2,1,0,-1,1,-1
I'm going to get you in to see one of our counselors here.,T,2.0,-1.0,-2.0,-2.0,-2.0,2.0,18_65,,acknowledging mental health,routine,ci,,0.639,0.385,0.449666666666666,,,18.csv,"Therapist: And is this been the first time in your life you've experienced these symptoms? Starting a year ago up till now?
Therapist: Yeah, 
Therapist: never anything like this before.
Patient: No","And when you say that, you're saying that you're not sure if you're just not sure if you're not sure if you're not sure if you're not sure if you're not sure if you're not sure if you're not sure if you're not sure if you're not sure if you're not sure if you're not sure if you're not sure if you're not sure if you're not sure if you're not sure if you're not sure if you're not sure",2,1,0,-1,1,-1
I appreciate you spending this time with me. It's been helpful for me to try to understand what's going on.,T,2.0,2.0,2.0,-2.0,-2.0,2.0,18_67,,future plan,inactive,gt,,0.666999999999999,0.421333333333333,0.597333333333333,,,18.csv,"Therapist: never anything like this before.
Patient: No
Therapist: I'm going to get you in to see one of our counselors here.
Patient: okay",So I'm going to get you in to see one of our counselors.,2,2,0,-1,-2,-1
Thanks,T,2.0,0.0,0.0,0.0,0.0,2.0,18_69,,future plan,inactive,gt,,0.918,0.472,0.461,,,18.csv,"Therapist: I'm going to get you in to see one of our counselors here.
Patient: okay
Therapist: I appreciate you spending this time with me. It's been helpful for me to try to understand what's going on.
Patient: Thank you.",So I'm going to get you in to see one of our counselors.,2,2,2,-1,1,2
