Utterance,Type,Non-Judgmental Language,Warmth and Encouragement,Respect for Autonomy,Active Listening,Reflecting Feelings,Situational Appropriateness,ID,Comments,TS,Sub topic,Dialogue_Act,Emotion,Valence,Arousal,Dominance,Trust,SE,source_file,context,model_prediction,NJ,WE,RA,AL,RF,SA
What County are we in ?,T,-2.0,1.0,-2.0,0.0,0.0,-1.0,143_22,,memory test,routine,irq,0.0,0.479,0.368,0.545,,,143_faith.csv,"Therapist: What floor, are we on?
Patient: The first floor?
Therapist: What city are we in?
Patient: Newcastle",Newcastle.,2,2,1,2,1,2
And what state are we in ?,T,-2.0,1.0,-2.0,0.0,0.0,-1.0,143_24,,memory test,routine,irq,0.0,0.562,0.32,0.604,,,143_faith.csv,"Therapist: What city are we in?
Patient: Newcastle
Therapist: What County are we in ?
Patient: Newcastle.",What county are we in?,-2,1,1,0,0,-1
"Okay. I'm going to ask you to memorize few objects. So read them to ask you to repeat them back to me. The objects are ball, flag and tree.  Can you give those back to me ?",T,2.0,0.0,1.0,0.0,0.0,-1.0,143_26,,memory test,routine,cv,0.0,0.5692,0.3933,0.4959,,,143_faith.csv,"Therapist: What County are we in ?
Patient: Newcastle.
Therapist: And what state are we in ?
Patient: Delware",What state are we in?,-2,1,1,0,0,2
Thank you. I would like you to begin with the number 100 and count backward by seven and continue to do so until i try to stop.,T,1.0,0.0,1.0,0.0,0.0,-1.0,143_28,,memory test,routine,cv,0.0,0.612,0.40590909090909,0.495636363636363,,,143_faith.csv,"Therapist: And what state are we in ?
Patient: Delware
Therapist: Okay. I'm going to ask you to memorize few objects. So read them to ask you to repeat them back to me. The objects are ball, flag and tree.  Can you give those back to me ?
Patient: ball, flag and tree.","Okay, so I want you to read those back to me.",2,2,1,0,0,-1
That's good. Thank you. I would like you to spell the word world backwards.,T,2.0,0.0,1.0,0.0,0.0,-1.0,143_30,,memory test,routine,cv,0.0,0.621499999999999,0.357833333333333,0.499833333333333,,,143_faith.csv,"Therapist: Okay. I'm going to ask you to memorize few objects. So read them to ask you to repeat them back to me. The objects are ball, flag and tree.  Can you give those back to me ?
Patient: ball, flag and tree.
Therapist: Thank you. I would like you to begin with the number 100 and count backward by seven and continue to do so until i try to stop.
Patient: 94 88 70 65 53","Okay, so you're counting down from 100.",1,1,0,0,0,2
Can you recall the three words I read to you few minutes ago?,T,0.0,2.0,1.0,0.0,0.0,0.0,143_32,,memory test,routine,cv,0.0,0.6696,0.287,0.488,,,143_faith.csv,"Therapist: Thank you. I would like you to begin with the number 100 and count backward by seven and continue to do so until i try to stop.
Patient: 94 88 70 65 53
Therapist: That's good. Thank you. I would like you to spell the word world backwards.
Patient: D L  O R W",Good.,2,2,2,2,0,2
Thank you.,T,2.0,2.0,1.0,2.0,1.0,2.0,143_34,,memory test,inactive,gc,0.0,0.958,0.353,0.526,,,143_faith.csv,"Therapist: That's good. Thank you. I would like you to spell the word world backwards.
Patient: D L  O R W
Therapist: Can you recall the three words I read to you few minutes ago?
Patient: ball, Flower tree. ",All right.,2,2,2,2,1,2
Can you tell me what this is?,T,2.0,-1.0,0.0,-1.0,1.0,2.0,143_36,,memory test,routine,irq,0.0,0.6065,0.355,0.4555,,,143_faith.csv,"Therapist: Can you recall the three words I read to you few minutes ago?
Patient: ball, Flower tree. 
Therapist: Thank you.
Patient: hmm",So you're having some difficulty remembering the words.,2,1,0,-1,1,-1
"I'm going to read a phrase to like you to repeat it back to me. The phrase is no ifs, ands, or buts. Repeat that back to me.",T,2.0,-2.0,1.0,2.0,1.0,1.0,143_38,,memory test,routine,cv,0.0,0.571874999999999,0.366,0.432625,,,143_faith.csv,"Therapist: Thank you.
Patient: hmm
Therapist: Can you tell me what this is?
Patient: the pen",What is the pen?,2,2,0,2,0,2
Are you right handed or left handed?,T,2.0,0.0,1.0,2.0,2.0,-2.0,143_40,,memory test,routine,irq,0.0,0.546999999999999,0.361,0.5355,,,143_faith.csv,"Therapist: Can you tell me what this is?
Patient: the pen
Therapist: I'm going to read a phrase to like you to repeat it back to me. The phrase is no ifs, ands, or buts. Repeat that back to me.
Patient: No ifs, ands or buts.",All right. So I want you to repeat that back to me.,2,2,1,2,0,2
"I'd like you to take this paper in your right hand, fold in half and then put it on the floor.",T,2.0,-1.0,1.0,2.0,2.0,-2.0,143_42,,memory test,routine,cv,0.0,0.601714285714285,0.349857142857142,0.416142857142857,,,143_faith.csv,"Therapist: I'm going to read a phrase to like you to repeat it back to me. The phrase is no ifs, ands, or buts. Repeat that back to me.
Patient: No ifs, ands or buts.
Therapist: Are you right handed or left handed?
Patient: Right hand.",Right handed.,2,1,1,2,2,2
Thank you. I'm gonna hold up a sign. As instructions I'll point to it. I'd like you to follow those instructions.,T,2.0,2.0,0.0,2.0,-2.0,-2.0,143_44,,memory test,routine,gc,0.0,0.644,0.333333333333333,0.487166666666666,,,143_faith.csv,"Therapist: Are you right handed or left handed?
Patient: Right hand.
Therapist: I'd like you to take this paper in your right hand, fold in half and then put it on the floor.
Patient: ......","Okay, so you're going to fold it in half and put it on the floor.",2,2,1,2,2,2
"Thank you. On the left side chair, you'll find a clipboard if you could retrieve that.",T,0.0,2.0,1.0,2.0,2.0,-1.0,143_46,,memory test,routine,gc,0.0,0.643166666666666,0.399499999999999,0.498333333333333,,,143_faith.csv,"Therapist: I'd like you to take this paper in your right hand, fold in half and then put it on the floor.
Patient: ......
Therapist: Thank you. I'm gonna hold up a sign. As instructions I'll point to it. I'd like you to follow those instructions.
Patient: ......","Okay, so I want you to look at the sign and I want you to count to 10 in your head.",2,1,2,0,0,2
spaced toward the bottom. Like you to write a sentence ?,T,2.0,-1.0,1.0,-1.0,2.0,2.0,143_48,,memory test,routine,cv,0.0,0.652,0.334999999999999,0.509333333333333,,,143_faith.csv,"Therapist: Thank you. I'm gonna hold up a sign. As instructions I'll point to it. I'd like you to follow those instructions.
Patient: ......
Therapist: Thank you. On the left side chair, you'll find a clipboard if you could retrieve that.
Patient: .....","Okay, so I want you to write down the word ""I am anxious.",1,1,0,-1,1,0
"Thank you. You'll see on that same paper, there's an image in the same area wrote that sentence. Can you copy that image form?",T,0.0,2.0,1.0,2.0,2.0,2.0,143_50,,memory test,routine,gc,0.0,0.644428571428571,0.287142857142857,0.417857142857142,,,143_faith.csv,"Therapist: Thank you. On the left side chair, you'll find a clipboard if you could retrieve that.
Patient: .....
Therapist: spaced toward the bottom. Like you to write a sentence ?
Patient: .....",What's the first word?,2,1,0,-1,-2,2
"Good, thank you.",T,2.0,2.0,0.0,-1.0,1.0,2.0,143_52,,memory test,inactive,gc,1.0,0.958,0.353,0.526,,,143_faith.csv,"Therapist: spaced toward the bottom. Like you to write a sentence ?
Patient: .....
Therapist: Thank you. You'll see on that same paper, there's an image in the same area wrote that sentence. Can you copy that image form?
Patient: ....","Okay, so the sentence is, you'll see that image on the paper.",2,2,1,2,2,2
This has been helpful. I want to thank you for participating.,T,2.0,2.0,0.0,-1.0,1.0,2.0,143_53,,memory test,inactive,gc,0.0,0.8145,0.4975,0.562,,,143_faith.csv,"Patient: .....
Therapist: Thank you. You'll see on that same paper, there's an image in the same area wrote that sentence. Can you copy that image form?
Patient: ....
Therapist: Good, thank you.","So, let's go back to the beginning. So you're saying that you're not sure if you're going to be able to do this. You're not sure if you're going to be able to do this.",2,2,0,-1,1,2
