Utterance,Type,Non-Judgmental Language,Warmth and Encouragement,Respect for Autonomy,Active Listening,Reflecting Feelings,Situational Appropriateness,ID,Comments,TS,Sub topic,Dialogue_Act,Emotion,Valence,Arousal,Dominance,Trust,SE,source_file,context,model_prediction
So you're worried anxious,T,0.0,1.0,1.0,-1.0,0.0,-1.0,18_36,,fear of damaged home-apartment,symp/reasoning,yq,,0.1875,0.849499999999999,0.4145,,,18.csv,"Therapist: And how long those thoughts go on for?
Patient: Normally I think about it before I get to my car, and I'm like, well, maybe I should just go just to make sure I unplugged it and I turned it off. And then sometimes during the day, I'll be at work and I can't focus just because I'm thinking about, I'll come back and I'll see you know, my apartment burned down so I left the strainer plugged in.
Therapist: Alright, so remember with the door you're saying that you you struggle with those thoughts, but you don't get up and check the door. Have you ever come back and checked to see if something was left on?
Patient: No, I haven't. But it just I think about it. I would if I did leave it. If I did leave it on or plugged in.","It sounds like you're carrying a sense of responsibility and anxiety about leaving your apartment unattended, especially when you're in a situation where you might be distracted or preoccupied. It's natural to worry about potential damage or safety risks. 

You're also acknowledging the pattern of checking the door after leaving the stove on, which is a good start. It's interesting that you mention the thought of checking the door, but not actually doing it. This suggests that the thought is a habitual pattern for you"
"Yeah, afraid?",T,1.0,0.0,0.0,1.0,1.0,0.0,18_38,,"paranoia, anxiety",inactive,yq,,0.0,0.0,0.0,,,18.csv,"Therapist: Alright, so remember with the door you're saying that you you struggle with those thoughts, but you don't get up and check the door. Have you ever come back and checked to see if something was left on?
Patient: No, I haven't. But it just I think about it. I would if I did leave it. If I did leave it on or plugged in.
Therapist: So you're worried anxious
Patient: Yeah.","It sounds like you're feeling a sense of anxiety about leaving things unattended, and it's making you think about the possibility of something going wrong. You're also feeling a sense of responsibility for the outcome, which is understandable. It's natural to worry about the potential consequences of not checking the door or the device. 

You're not alone in this feeling, and it's okay to acknowledge it. It's interesting that you mention not checking the door, but not checking the device. It's"
"And how, how often does this happen? Like the cycle of thoughts?",T,1.0,1.0,0.0,-1.0,-2.0,0.0,18_40,,"paranoia, anxiety",inactive,irq,,0.677,0.3765,0.4895,,,18.csv,"Therapist: So you're worried anxious
Patient: Yeah.
Therapist: Yeah, afraid?
Patient: Yeah, definitely. All three.",Therapist: It sounds like you're feeling overwhelmed by the uncertainty of the situation and the fear of losing control. It's normal to feel that way when things feel uncertain or unpredictable. Can you tell me more about what's specific that's causing you to feel this way?
So every day?,T,1.0,0.0,1.0,1.0,0.0,1.0,18_42,,"paranoia, anxiety",inactive,yq,,0.0,0.0,0.0,,,18.csv,"Therapist: Yeah, afraid?
Patient: Yeah, definitely. All three.
Therapist: And how, how often does this happen? Like the cycle of thoughts?
Patient: Probably throughout the day.","Therapist: It sounds like you're feeling overwhelmed and anxious about the situation, and it's affecting your thoughts throughout the day. Can you tell me more about what you mean by ""the cycle of thoughts""? How do you experience it?"
And how long has this been going on?,T,0.0,1.0,0.0,-1.0,-2.0,-1.0,18_44,,"paranoia, anxiety",symp/reasoning,irq,,0.541,0.353,0.543,,,18.csv,"Therapist: And how, how often does this happen? Like the cycle of thoughts?
Patient: Probably throughout the day.
Therapist: So every day?
Patient: every day, yeah.","Therapist: It sounds like you're describing a pattern of thoughts that can be quite common. It's not uncommon for people to experience intrusive thoughts or intrusive ideas throughout the day. These thoughts can be triggered by various factors, such as stress, anxiety, or certain situations. They can also be a coping mechanism, a way to deal with overwhelming emotions.

It's interesting that you mention the cycle of thoughts. Can you tell me more about what you mean by that? How do you experience the"
this specific a year,T,1.0,1.0,2.0,-1.0,-2.0,-1.0,18_46,,"paranoia, anxiety",inactive,crq,,0.599,0.335999999999999,0.552999999999999,,,18.csv,"Therapist: So every day?
Patient: every day, yeah.
Therapist: And how long has this been going on?
Patient: For Ever since I moved, I guess into the apartment. So about I guess a year ","Therapist: It sounds like this has been a significant change for you, moving into a new place. It's natural to feel a sense of uncertainty and adjustment. It's been a year since you moved, and it's interesting that you mention it's been going on for that long. Can you tell me more about what it's been like for you during that time?"
And in that year timeframe hasn't become any worse.,T,2.0,-1.0,1.0,-2.0,1.0,-1.0,18_48,,"paranoia, anxiety",inactive,yq,,0.5915,0.4335,0.529,,,18.csv,"Therapist: And how long has this been going on?
Patient: For Ever since I moved, I guess into the apartment. So about I guess a year 
Therapist: this specific a year
Patient: yeah.","Therapist: It sounds like this has been a significant time for you, and it's natural to feel a sense of adjustment. It's been a year since you moved into the apartment, and it's interesting that you mention it's been a year. Can you tell me more about what you mean by ""it's been a year""? What are some of the changes you've noticed in yourself or your life since then?"
Yeah. How did it start out?,T,1.0,-1.0,0.0,-2.0,-2.0,2.0,18_50,,"paranoia, anxiety",inactive,irq,,0.684,0.43,0.589,,,18.csv,"Therapist: this specific a year
Patient: yeah.
Therapist: And in that year timeframe hasn't become any worse.
Patient: Yeah.","It sounds like you're feeling a sense of stability and comfort in your current situation. It's interesting that you mention that the year hasn't become any worse, despite any challenges you may have faced. Can you tell me more about what you mean by ""any challenges""? Is there something specific that's been causing you concern or stress?"
I should as you thought about it.,T,2.0,2.0,1.0,-1.0,-2.0,-1.0,18_53,,"paranoia, anxiety",inactive,yq,,0.78,0.315,0.571,,,18.csv,"Patient: Yeah.
Therapist: Yeah. How did it start out?
Patient: Um, it started out with just, you know, I would go to bed and I would wake up in the light and think to myself tonight, the door I'm pretty sure I locked the door. And then I would just be fine. I could go back to sleep and be like, no, I remember I locked it. But then as it progressed, I really, I would wake up multiple times throughout the night. And I would
Patient: it would just keep me up.","Therapist: It sounds like you've noticed a pattern of waking up multiple times during the night, feeling a sense of uncertainty and fear about the locked door, and then being able to fall back asleep. It's like you're trying to shake off the feeling of being trapped or unsafe. Can you tell me more about what it's like to wake up and feel that way?"
"All right, I want to ask a few other questions, try to help me figure out what's going on. Have you ever been diagnosed with any condition like a mental health condition?",T,1.0,1.0,0.0,-2.0,-2.0,-2.0,18_55,,"paranoia, anxiety",routine,yq,,0.64,0.435454545454545,0.503181818181818,,,18.csv,"Patient: Um, it started out with just, you know, I would go to bed and I would wake up in the light and think to myself tonight, the door I'm pretty sure I locked the door. And then I would just be fine. I could go back to sleep and be like, no, I remember I locked it. But then as it progressed, I really, I would wake up multiple times throughout the night. And I would
Patient: it would just keep me up.
Therapist: I should as you thought about it.
Patient: yeah","It sounds like you're feeling a sense of uncertainty and confusion about what's going on with the door. It's like, you're not sure if you locked it or not, and that's causing you to wake up multiple times throughout the night. It's almost like your mind is playing tricks on you. Can you tell me more about what's going through your mind when you wake up and can't remember locking the door? What's the first thing that comes to mind?"
Have a medical condition?,T,1.0,1.0,0.0,-2.0,-2.0,-1.0,18_57,,acknowledging mental health,routine,yq,,0.669999999999999,0.381,0.6045,,,18.csv,"Therapist: I should as you thought about it.
Patient: yeah
Therapist: All right, I want to ask a few other questions, try to help me figure out what's going on. Have you ever been diagnosed with any condition like a mental health condition?
Patient: No","Therapist: It's completely okay to not have been diagnosed with a specific condition. Can you tell me more about what you mean by ""mental health condition""? What are some things that have made you feel like you're struggling with your mental well-being lately?"
Have you ever used alcohol or any other substances?,T,-1.0,-2.0,-1.0,-2.0,-1.0,1.0,18_59,,acknowledging mental health,routine,yq,,0.4765,0.398,0.379,,,18.csv,"Therapist: All right, I want to ask a few other questions, try to help me figure out what's going on. Have you ever been diagnosed with any condition like a mental health condition?
Patient: No
Therapist: Have a medical condition?
Patient: No, never.","Therapist: It's completely okay to not have a medical condition, and it's great that you're taking an open and honest approach to exploring your thoughts and feelings. Can you tell me more about what's been going on for you lately? What's been on your mind, and how have you been feeling?"
And is this been the first time in your life you've experienced these symptoms? Starting a year ago up till now?,T,1.0,1.0,2.0,-1.0,1.0,2.0,18_61,,acknowledging mental health,routine,yq,,0.609571428571428,0.415285714285714,0.610428571428571,,,18.csv,"Therapist: Have a medical condition?
Patient: No, never.
Therapist: Have you ever used alcohol or any other substances?
Patient: No","It sounds like you're sharing a very honest and vulnerable part of yourself. It takes a lot of courage to open up about your experiences, especially when it comes to something as personal as substance use. I want to acknowledge that it's completely okay to have struggled with substance use in the past, and it's not something to be ashamed of.

Can you tell me more about what led you to stop using substances? Was there a specific event, a particular experience, or a moment that made you realize"
"Yeah, ",T,2.0,1.0,2.0,1.0,1.0,2.0,18_62,,acknowledging mental health,routine,ack,,0.0,0.0,0.0,,,18.csv,"Patient: No, never.
Therapist: Have you ever used alcohol or any other substances?
Patient: No
Therapist: And is this been the first time in your life you've experienced these symptoms? Starting a year ago up till now?","Therapist: It sounds like you're feeling a sense of relief and freedom after not using substances for a while. It's understandable that you might feel that way. It's also interesting that you mention this being the first time you've experienced these symptoms. Can you tell me more about what you mean by ""these symptoms""? What do you think might be causing them, and how have you been feeling since you stopped using substances?"
never anything like this before.,T,2.0,1.0,2.0,-1.0,1.0,2.0,18_63,,acknowledging mental health,routine,yq,,0.719,0.353,0.446,,,18.csv,"Therapist: Have you ever used alcohol or any other substances?
Patient: No
Therapist: And is this been the first time in your life you've experienced these symptoms? Starting a year ago up till now?
Therapist: Yeah, ","Therapist: It sounds like you're feeling a bit overwhelmed and unsure about how to navigate this situation. It's completely understandable, given the circumstances. It takes a lot of courage to acknowledge and share about your experiences, especially when they're not something you're used to. 

You mentioned that this is the first time you've experienced these symptoms in your life. Can you tell me more about what you mean by ""these symptoms""? What are they, and how have they been affecting your daily"
I'm going to get you in to see one of our counselors here.,T,2.0,-1.0,-2.0,-2.0,-2.0,2.0,18_65,,acknowledging mental health,routine,ci,,0.639,0.385,0.449666666666666,,,18.csv,"Therapist: And is this been the first time in your life you've experienced these symptoms? Starting a year ago up till now?
Therapist: Yeah, 
Therapist: never anything like this before.
Patient: No","Therapist: It sounds like this is a new experience for you, and it's understandable that you might not have experienced anything like it before. It's natural to feel a sense of uncertainty and unfamiliarity. Can you tell me more about what you mean by ""these symptoms""? What do you think might be causing them, and how have you been feeling about them so far?"
I appreciate you spending this time with me. It's been helpful for me to try to understand what's going on.,T,2.0,2.0,2.0,-2.0,-2.0,2.0,18_67,,future plan,inactive,gt,,0.666999999999999,0.421333333333333,0.597333333333333,,,18.csv,"Therapist: never anything like this before.
Patient: No
Therapist: I'm going to get you in to see one of our counselors here.
Patient: okay",Therapist: It sounds like you're feeling a bit uncertain about the next step. You're not sure what to expect or what to hope for. Can you tell me more about what's on your mind? What's making you feel uncertain?
Thanks,T,2.0,0.0,0.0,0.0,0.0,2.0,18_69,,future plan,inactive,gt,,0.918,0.472,0.461,,,18.csv,"Therapist: I'm going to get you in to see one of our counselors here.
Patient: okay
Therapist: I appreciate you spending this time with me. It's been helpful for me to try to understand what's going on.
Patient: Thank you.",Therapist: It's completely understandable that you'd want to try to understand what's going on. It can be really tough to navigate these feelings. Can you tell me more about what's been on your mind lately? What's been causing you to feel this way?
