ID,reference,prediction,NJ,WE,RA,AL,RF,SA,AVG
L1vluZ9uHMY_21,Have you had any other trouble with the law?,"It sounds like this is a pretty tough situation. When you think about how this could be resolved, your friend turning you in, what would you need to have in order to feel like you could actually do that?",-1,-1,-1,1,0,2,0.0
L1vluZ9uHMY_23,And who's they?,Fights?,-1,-1,-2,-1,-1,1,-0.8333333333333334
L1vluZ9uHMY_25,You remember doing it?,How old were you when you beat her up?,1,1,1,1,0,2,1.0
L1vluZ9uHMY_27,And how old were you when that happened?,And how did you feel about the girl that you were fighting?,1,1,1,1,0,2,1.0
L1vluZ9uHMY_29,"Were you ever treated for that, like any type of mental health treatment?",And then you've been having these symptoms since then?,1,0,0,1,0,2,0.6666666666666666
L1vluZ9uHMY_31,Are you aware of any diagnosis that you've been given related to mental health in the past?,How long were you in the detention center?,-1,-1,-2,0,0,1,-0.5
L1vluZ9uHMY_33,All right. So you got into the sounds like a fairly serious fight when you were 12 and you're 25 now. Can you tell me what's happened in terms of any other problems between 12 and 25?,Are you ever seen by a psychiatrist?,-1,0,-2,0,0,1,-0.3333333333333333
L1vluZ9uHMY_35,Any other thefts or assaults or anything?,How often would you say you drank or used drugs?,0,0,0,1,0,2,0.5
L1vluZ9uHMY_37,"All right. And how much danger were the people that you were fighting? Like, did you seriously hurt them or...?",When was the last fight?,1,0,1,1,0,2,0.8333333333333334
L1vluZ9uHMY_39,All right. How many times did that happen where you seriously hurt somebody?,How many people did you seriously injure?,1,1,1,1,0,2,1.0
L1vluZ9uHMY_41,"Can you explain what happened, like what caused the fight?",All right. How about other mental health disorders? Like anxiety?,-1,-1,-2,0,0,1,-0.5
L1vluZ9uHMY_43,What are your feelings about that?,Okay. So she was on the ground and you were still punching her.,1,0,0,1,0,2,0.6666666666666666
L1vluZ9uHMY_45,Because of the way she looked at you?,You feel she deserved it.,1,1,1,1,0,2,1.0
L1vluZ9uHMY_47,Do you ever have any feelings of guilt or remorse about that?,And you punched her back?,1,0,0,1,0,2,0.6666666666666666
L1vluZ9uHMY_49,Have you ever apologized to any of the people that were hurt?,Do you feel like you've been using more than you wanted to or that it's difficult to stop?,1,1,1,1,0,2,1.0
L1vluZ9uHMY_51,"Oh, so in some of these situations, apologizing was kind of required?",So it didn't work?,1,1,0,1,0,2,0.8333333333333334
L1vluZ9uHMY_53,So you apologized to them but you didn't really mean it? Or what were you thinking?,But it didn't really fix the problem.,-1,-1,-2,0,0,1,-0.5
L1vluZ9uHMY_55,Were you successful in getting out of trouble?,And how did they respond?,1,0,0,1,0,2,0.6666666666666666
L1vluZ9uHMY_57,You say that with a little pride. Is it something you take pride in? Being able to get out of trouble?,So what's happened since then?,1,0,0,1,0,2,0.6666666666666666
L1vluZ9uHMY_59,So that's like something you look at as like a skill that you have?,"Yeah, I guess not.",1,1,0,1,0,2,0.8333333333333334
L1vluZ9uHMY_61,"Have you ever for the theft type activities, you ever felt any guilt or remorse there?",Okay.,-1,-1,-2,0,0,1,-0.5
L1vluZ9uHMY_63,It's kind of the same thing?,None? How about any other activities that are illegal?,0,0,0,1,0,2,0.5
L1vluZ9uHMY_65,Were you ever the victim of a crime?,"Alright, so you kind of feel like you had to defend yourself.",-1,-1,-2,1,0,1,-0.3333333333333333
L1vluZ9uHMY_67,"Do you feel that you're good in working with people, like in terms of social skills?",Do you feel like you've been able to one up anybody in this process?,1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_69,So you're effective at managing relationships to get what you want?,Okay. How about being a good friend?,-1,0,-2,0,0,2,-0.16666666666666666
L1vluZ9uHMY_71,How would you describe your mood most of the time?,How about your ability to follow through on things once you commit? Like with the marijuana and with the gambling?,0,0,-2,1,0,2,0.16666666666666666
L1vluZ9uHMY_73,How often does that happen?,A little irritable?,1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_75,All right. Does that irritability ever lead to or has ever led to some of the aggressiveness you've...?,Do you have any family support or friends to turn to?,-1,-1,-2,-1,-1,1,-0.8333333333333334
L1vluZ9uHMY_77,So you're more likely to be aggressive when you've been irritable for a while?,So you've been more aware of that thought?,-1,-1,-2,-1,-1,1,-0.8333333333333334
L1vluZ9uHMY_79,When was the last time you were involved in a physical fight?,So I'm going to ask you some questions about your relatives. Is that okay?,1,1,1,1,0,2,1.0
L1vluZ9uHMY_81,About five years ago?,Okay. And how many times a day would you have a drink?,1,0,0,1,0,2,0.6666666666666666
L1vluZ9uHMY_83,What do you think has caused that to stop?,And what was it like for you when you were younger?,1,1,1,1,0,2,1.0
L1vluZ9uHMY_85,What type of things?,Okay. So you're moving on to bigger and better things. Okay. So that's why you're not here as much anymore and you're getting less and less frustrated with the situation.,1,1,-2,1,0,2,0.5
L1vluZ9uHMY_87,So the stealing's more gratifying than the fighting?,Okay.,-1,-1,-2,0,0,1,-0.5
L1vluZ9uHMY_89,"So irritable and any other emotions, any other feelings?",But you don't want to hurt him.,1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_91,All right. You have a job?,Nothing else?,1,0,0,1,0,2,0.6666666666666666
L1vluZ9uHMY_93,Can you tell me about your work performance and your experience there?,You did? Okay. So tell me about your job.,1,0,-2,1,0,2,0.3333333333333333
L1vluZ9uHMY_95,You show up most of the time?,But not all the time?,1,1,1,1,0,2,1.0
L1vluZ9uHMY_97,How would your employer describe you as an employee?,But not all the time.,1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_99,"All right. So in terms of your feelings about missing work, that's not too worrisome for you?",So you feel like you're an asset that can be replaced?,1,1,1,1,0,2,1.0
L1vluZ9uHMY_101,How many jobs have you had?,But you're worried that your coworkers are going to notice.,1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_103,Six jobs? At what age did you first start working?,Six? So you've had some turnover. What's your lowest paid job? What's your highest paid job?,1,0,0,1,0,2,0.6666666666666666
L1vluZ9uHMY_105,So six jobs in about six years?,19. Okay. And then you had six jobs by 25. So how many years did you work between the two?,0,0,0,1,0,2,0.5
L1vluZ9uHMY_107,"And would you say that your experience with all the employers was the same in terms of how you showed up for work and missing work, or were any of them different?",What do you think happened?,1,0,0,1,0,2,0.6666666666666666
L1vluZ9uHMY_109,Kind of do things your own way?,You feel like they were pressuring you in a way that was unethical.,1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_111,What do you want to gain out of treatment here?,"So you feel like they were putting you in a box, and you won't let them put you in a box.",1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_113,"You're in trouble now, and you'd like to get out of trouble?",Get out of trouble. So you want to stop arguing and get out of trouble at work.,-1,-1,-2,0,0,1,-0.5
L1vluZ9uHMY_115,"All right, Lisa, this has been helpful. I'm going to get you scheduled for treatment, and they'll probably get you in about a week, and we can go from there.",How would you feel if I told you that your drinking habits actually put you in some real danger?,1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_117,All right. Thank you.,"Thanks, Lisa.",-1,-1,-2,-1,-1,-1,-1.1666666666666667
P624_q04ZWg_1,"Hi Jackie, how are you doing today?","Hi, I'm Deb. I'm one of the nurses here.",1,1,-2,1,0,2,0.5
P624_q04ZWg_3,"You're alright? Yeah. I, I'm doing well, thanks for asking. I understand you've had some recent difficulties that brought you into our agency.",I'm doing okay. Thanks for asking. I understand you've been having some symptoms that have been bothering you lately. Can you tell me about that?,-1,-1,-2,0,0,1,-0.5
P624_q04ZWg_5,You lost your job?,"I lost my job? That's, uh, I'm sorry to hear that. Do you have any other income sources?",1,1,1,1,1,2,1.1666666666666667
P624_q04ZWg_7,"Were you aware that if there was an accident, you'd be drug tested?","So you were smoking marijuana, it sounds like, and you were then terminated from your job.",-1,0,-2,1,0,2,0.0
P624_q04ZWg_9,"Hm. So there, has there been consequences to losing your job?","All right. So you're aware of the consequences of the marijuana use now, but not at the time you violated that policy.",-1,-1,-2,0,-1,1,-0.6666666666666666
P624_q04ZWg_11,"Alright, what type of work do you do?","All right, so they're disappointed. And you're frustrated and depressed.",1,1,1,2,1,2,1.3333333333333333
P624_q04ZWg_13,"All right. So, most of those employers would require a drug screen?",So you've been in that for a while?,1,1,1,1,0,2,1.0
P624_q04ZWg_15,You think it should be legal?,"So you feel like a lot of these things you're saying, you're really kind of zoned out from the problem. You're, you're just kind of missing it. I mean, here's the thing. I, I really appreciate the way you're feeling, I really do. I care about you, I really do. And I care about the fact that you want to get a job, that you want to be doing something. But the reality is that if you don't get this addiction problem under control, you're not going to be able to get a job.",1,1,1,1,1,2,1.1666666666666667
P624_q04ZWg_17,So you want to stop using marijuana altogether?,"Sure. Well, I think it sounds like you have a lot of things going on and you're, you're feeling a little overwhelmed.",1,1,1,2,1,2,1.3333333333333333
P624_q04ZWg_19,"All right, can you tell me about your marijuana use now? Like, when was the last time you used?",So you want to stop using to be able to get a job?,1,1,1,1,0,2,1.0
P624_q04ZWg_21,"All right, so recently. And how about the course? Like, when did you start using marijuana?",Did you use any other substances today?,1,1,1,1,0,2,1.0
P624_q04ZWg_23,All right. Any other drugs or alcohol or anything? Just marijuana?,"All right, so it's kind of a big part of your social life. All right. How about your work life? Do you work?",1,1,1,1,0,2,1.0
P624_q04ZWg_25,Have you noticed over time you've been using more?,All right. And have you ever had a panic attack?,1,1,1,1,1,2,1.1666666666666667
P624_q04ZWg_27,"So it's consuming a lot of time, marijuana?",All right. Do you find that you're using it to get relief from any symptoms of anxiety or anything like that?,1,1,1,1,0,2,1.0
P624_q04ZWg_29,All right. You have a craving for marijuana?,"All right, so it's a little distracting. It's keeping you from...",-1,-1,-2,1,0,1,-0.3333333333333333
P624_q04ZWg_31,"Now, have you had any social problems because of your marijuana use?",No? Do you ever use any other drugs?,0,0,-2,1,0,2,0.16666666666666666
P624_q04ZWg_33,Are there other important activities that you miss out on because of your marijuana use? Outside of work.,All right. Any use of alcohol?,1,0,0,1,0,2,0.6666666666666666
P624_q04ZWg_35,You don't miss much. Are there any activities that you engage in that are more dangerous because of your marijuana use?,"Okay. Do you have any history of medical problems, mental health problems?",-1,-1,-2,0,0,1,-0.5
P624_q04ZWg_37,Do you have any history of mental health issues or medical issues?,All right. Any drug or alcohol abuse or anything like that?,-1,-1,-2,0,0,1,-0.5
P624_q04ZWg_39,Do you notice any anxiety or physical symptoms when you stop using marijuana?,Alright. Do you have any children?,1,0,1,1,0,2,0.8333333333333334
P624_q04ZWg_41,Feel okay? Yeah. So how motivated are you to stop using?,You feel okay?,1,0,0,1,0,2,0.6666666666666666
P624_q04ZWg_43,"You're committed to it? Yeah. I'm going to get you in to see a counselor here, if that's okay with you.","Alright, so you're kind of stuck because you know that you need to stop but at the same time you really like marijuana and you don't want to give it up.",1,1,1,1,0,2,1.0
P624_q04ZWg_45,It'll be helpful? Mm-hmm. And I appreciate you taking this time to tell me what's going on and answer my questions. This has been helpful.,"Okay, great. I'll get you in to see a counselor. I appreciate you spending this time with me and answering these questions. This has been really helpful.",-1,-1,-2,0,0,1,-0.5
SNstOn6owcI_1,"Hi Sarah, how are you doing today?","Hi, I'm Deb. I'm one of the nurses here.",1,1,-2,1,0,2,0.5
SNstOn6owcI_3,Doing well?,Doing well?,1,0,1,1,0,2,0.8333333333333334
SNstOn6owcI_5,"A little better than last time, or worse?",I understand you've been having some difficulty lately.,-1,-1,-2,1,0,1,-0.3333333333333333
SNstOn6owcI_7,No change?,No change?,0,0,-2,1,0,2,0.16666666666666666
SNstOn6owcI_8,So you're still having sadness?,I know that you've been having some difficulty with some symptoms that have been bothering you lately.,1,0,0,1,0,2,0.6666666666666666
SNstOn6owcI_10,And frustrated?,Do you feel like you're worth being friends with?,1,0,0,1,0,2,0.6666666666666666
SNstOn6owcI_12,Tell me what's been going on this last week.,"So I'm wondering if we could talk a little bit about some of the thoughts that you've been having about yourself. I know you've been having some concerns about some things that have been going on in your neighborhood and how it's affected you, but in terms of how you see yourself, how you think about yourself, do you have any kind of positive thoughts?",-1,-1,-2,-1,0,1,-0.6666666666666666
SNstOn6owcI_14,How much have you been sleeping each night on average?,Okay. So tell me more about Mary and how you feel about her.,-1,-1,-2,0,0,1,-0.5
SNstOn6owcI_16,And how long did you sleep each night before you had Mary?,And how much did you need when you were younger?,1,1,1,1,0,2,1.0
SNstOn6owcI_18,So your sleep habits have changed. What else has changed besides feeling sad?,"Okay. So you used to sleep six to eight hours, now you're sleeping eight or ten, and you're not getting good sleep, you're waking up tired.",-1,0,-2,1,0,2,0.0
SNstOn6owcI_20,What specifically is contributing to that thought?,"Alright, so you want to think about getting a job again. Do you have any ideas about where or what kind of job you might want to do?",1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_22,So you're less enthusiastic about caring for her than you were with George?,You're not feeling much responsibility to respond to her.,-1,-1,-2,1,0,1,-0.3333333333333333
SNstOn6owcI_24,You still do care for her though?,I can imagine that's a big change for you.,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_26,Anything else that's changed?,"I know you've been seeing Dr. Brown, but you're having some difficulties that you think might be better served by talking to someone different?",0,0,0,1,0,2,0.5
SNstOn6owcI_28,Tell me more about the sadness. Where do you think that's coming from?,All right. So I want to get a better sense of your support system. Tell me about your family.,-1,0,-2,0,0,1,-0.3333333333333333
SNstOn6owcI_30,"People are giving you the same input, but you're feeling differently about it.","So you're feeling some sadness and maybe guilt. You're doing okay with it, but you'd like to do better.",1,1,0,1,0,2,0.8333333333333334
SNstOn6owcI_32,"Their feedback hasn't changed, but your feelings have.",What's the difference with George?,-1,-1,-2,0,0,1,-0.5
SNstOn6owcI_34,To the point where you feel you should get a job and put Mary in daycare?,So what do you think's causing this? You're not feeling this way when you're at work.,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_36,What comes to mind when you consider working full-time?,So you could see yourself fitting back into the workforce?,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_38,Like you're just not doing the same quality job.,So you'd feel guilty for leaving her alone. It's a tough choice.,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_40,What kind of things did you do with George that you looked forward to?,So you're saying you're working harder to get the same results.,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_42,Like most days?,Is there anything you could learn from him that you could use now?,1,1,1,1,0,2,1.0
SNstOn6owcI_44,Have you done those same things with Mary?,Tell me about the last time you saw him.,1,1,1,1,0,2,1.0
SNstOn6owcI_46,"Each baby is different, but you'd prefer if her temperament was more like George's.",So it hasn't worked as well for her.,1,1,0,1,1,2,1.0
SNstOn6owcI_48,"If it were, do you think that would break you out of these feelings of sadness?",It sounds like you're wondering if the way you were raised has something to do with it.,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_50,So part of this could be adapting to her personality.,What if you don't?,1,0,0,1,0,2,0.6666666666666666
SNstOn6owcI_52,What else could be a part of it?,I'm wondering if we can think of two or three things you can do differently next time.,-1,-1,-2,-1,-1,1,-0.8333333333333334
SNstOn6owcI_54,So they look upon you negatively because you don't work?,They look down on you because you don't work?,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_56,Do you have evidence that's the way they feel?,What do you think about that?,1,1,1,1,0,2,1.0
SNstOn6owcI_58,I can see how that would hurt. But this sadness is markedly worse than what you've experienced before.,"It sounds like you're both caught in your own stuff. You're working full-time and having trouble juggling it with university, and she's working full-time too but feels you don't try as hard.",1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_60,"After you had George, there was no period of sadness?",I'm wondering if we should switch to a different interviewing format to better capture what's going on.,1,1,1,1,0,2,1.0
SNstOn6owcI_62,And you don't have that same feeling now.,"So you're feeling this sadness that's new, but a mix of other emotions that are familiar.",1,1,1,1,0,2,1.0
SNstOn6owcI_64,So you're adapting to her needs and George's changing role. There's a lot going on.,How are you coping with it?,1,0,0,1,0,2,0.6666666666666666
SNstOn6owcI_66,"You're sleeping more, not enjoying Mary like you hoped, and seeing things negatively.",I know you'd like to focus on the relationship. What do you think would be a goal for it?,1,1,1,1,0,2,1.0
SNstOn6owcI_69,Which makes it more frustrating. Have you had feelings of guilt?,You're being compared to other mothers. Do you think that's affecting your confidence?,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_71,It comes back to the feeling that you aren't providing the same quality of care.,So you feel you're a better mom to your son?,-1,-1,-2,-1,-1,1,-0.8333333333333334
SNstOn6owcI_73,I want to look at behaviors. Thoughts are what you're thinking; behaviors are what you're doing.,"So I'm wondering if we could try something different. Let's go back to that first moment, she's crying and you're thinking 'I'm not a good mom'. I'm wondering if we could try a different thought record, maybe a self-talk strategy.",-1,-1,-2,1,0,1,-0.3333333333333333
SNstOn6owcI_75,"It's important to engage in activities that would normally bring enjoyment, even if you don't feel it right now.",What do you do when you're feeling angry?,-1,-1,-2,-1,-1,1,-0.8333333333333334
SNstOn6owcI_77,What activities were you looking forward to doing with Mary?,"You can also try behavioral techniques like cognitive behavioral therapy, which has high success rates for anxiety. I can give you some exercises to try at home.",-1,-1,-2,0,0,1,-0.5
SNstOn6owcI_79,Reading and singing. Anything else?,"We'll write those down as important activities. Now, let's look at the opposite: activities you've stopped doing.",-1,0,-2,0,0,2,-0.16666666666666666
SNstOn6owcI_81,Have you tried to go to the park?,I know it's more difficult now than it was when you first got her.,-1,-1,-2,-1,-1,1,-0.8333333333333334
SNstOn6owcI_83,What led to you not going?,So what was the next best thing for you?,1,1,1,1,0,2,1.0
SNstOn6owcI_85,"So sadness and negative thoughts are the obstacle. Let's schedule reading, singing, and the park.",How did that make you feel?,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_87,How many times a day did you read with George?,"What do you think the likelihood, on a scale of 0 to 100, is that you'll actually do those things?",-1,-1,-2,-1,0,1,-0.6666666666666666
SNstOn6owcI_89,"Let's set a goal of 20 minutes of reading a day, Monday through Friday.",How did that make you feel?,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_91,What time of day would be realistic?,Is that something you can do?,-1,-1,-2,0,0,1,-0.5
SNstOn6owcI_93,Let's set 6:30 as the target. Can you push yourself to do that?,So the first step is setting a time. The second step is getting the book out of the closet.,-1,-1,-2,0,0,1,-0.5
SNstOn6owcI_95,Do you believe it would be good for Mary?,What do you think the first thing you should do?,-1,-1,-2,0,0,1,-0.5
SNstOn6owcI_97,"When you feel derailed, remember 'this is good for her'. What about singing?",Do you believe it would be good for you?,-1,-1,-2,0,0,2,-0.3333333333333333
SNstOn6owcI_99,When would be a good time for that?,Twinkle Twinkle?,1,1,1,1,0,2,1.0
SNstOn6owcI_101,Shortly after reading. Do you think that would be good for her?,How about a song you remember from your mother?,1,1,1,1,0,2,1.0
SNstOn6owcI_103,How many days a week would you like to sing?,So you're excited about that.,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_105,Let's start with four times a week. And what about the park?,"Eventually, every day. Okay.",1,1,1,1,0,2,1.0
SNstOn6owcI_107,Let's go with once. What were you thinking when you sighed just now?,Okay. And how long do you think you'd be able to last?,1,0,0,1,0,2,0.6666666666666666
SNstOn6owcI_109,Could family help you get out once a week?,"It sounds like you're feeling it, and it's a bit of a mouthful. How do you feel about putting 'feeling' in front of it?",1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_111,Does that external motivation help?,That's a good start. What if they say no?,-1,-1,-2,-1,0,1,-0.6666666666666666
SNstOn6owcI_113,"Evaluating the evidence, you do seem to be as good a mom. There's just a disconnect with your thoughts.",What if you don't get another job? You'd need to support yourself and your child.,-1,-1,-2,-1,-1,1,-0.8333333333333334
SNstOn6owcI_114,"So, we have reading five times a week, singing four times, and the park once. Does that seem realistic?",I'm going to get you to write down some of your thoughts when this happens.,1,0,-2,1,0,2,0.3333333333333333
SNstOn6owcI_116,"If you miss a day, accept it as an isolated incident. Don't let it predict the next day.","I have a hunch about the reading, but let's see. I'm going to observe you reading and singing. I'll be back in a few minutes.",-1,0,-2,0,0,2,-0.16666666666666666
SNstOn6owcI_117,Can you stick with those levels? We'll follow up next week.,Does that make sense?,1,1,1,1,0,2,1.0
SNstOn6owcI_119,Thanks Sarah.,I'll see you in a week.,-1,-1,-2,-1,-1,1,-0.8333333333333334
UkjjYbFBctk_1,"Hi Sherry, how you doing today?","Hi, I'm Deb. I'm one of the nurses here.",1,1,-2,1,0,2,0.5
UkjjYbFBctk_3,"I'm doing well, thanks for asking. So you're doing great?","I'm doing well, thanks for asking.",1,0,0,1,0,2,0.6666666666666666
UkjjYbFBctk_5,I noticed today your brother brought you in and he had some concerns about how your mood has been.,I understand that you've been having some difficulties lately that have facilitated you to come into our agency.,0,0,-2,0,0,2,0.0
UkjjYbFBctk_7,"All right, so you're feeling you're feeling pretty good?",No issues?,1,0,0,1,0,2,0.6666666666666666
UkjjYbFBctk_9,And you have been for about a week?,Do you feel like you're sleeping as much as you should?,1,1,1,1,0,2,1.0
UkjjYbFBctk_11,All right. Have you do you feel like um your sleep habits have changed?,Okay. So I'm going to ask you some questions and give you some problems to solve. Please try to answer them as best as you can. What year is this?,0,0,0,1,0,2,0.5
UkjjYbFBctk_13,All right so you're sleeping less but you don't feel tired at all?,"All right, so you're sleeping less but you're not you're not finding it distressing, you're not you're not overly concerned about it.",1,0,0,1,0,2,0.6666666666666666
UkjjYbFBctk_15,You feel okay?,All right. How about any feelings of depression or anything like that?,0,0,0,1,0,2,0.5
UkjjYbFBctk_17,Do you find yourself more easily distracted by anything? Things around you?,All right. So I want to get a better sense of your support system. Tell me about the last five people you interacted with.,0,0,-2,0,0,2,0.0
UkjjYbFBctk_19,"No, nothing like that?","Okay. Do you find yourself fidgeting, having trouble staying seated?",-1,-1,-2,-1,-1,1,-0.8333333333333334
UkjjYbFBctk_21,You mentioned you're getting a lot of things done at work. How about at home?,Okay. Any trouble with drugs or alcohol?,-1,0,-2,0,0,2,-0.16666666666666666
UkjjYbFBctk_23,"All right, so you're accomplishing you're accomplishing a lot. Now when your brother had brought you in, he had mentioned some shopping, and that's one of the things he was concerned about.",So you feel you've made a lot of progress with the work and the unpacking and it sounds like you're happy with that.,1,1,1,1,0,2,1.0
UkjjYbFBctk_25,Do you remember how much you spent?,"All right, so that was a plan that you had for the weekend and it didn't go so well.",0,0,-2,0,0,2,0.0
UkjjYbFBctk_27,Do you feel like you spent more than you usually would spend at a trip to the mall?,"All right, so you spent a fair amount of money.",1,0,0,1,0,2,0.6666666666666666
UkjjYbFBctk_29,"All right. Have you ever had a time in the past when you felt this way, where you felt really good?","Yeah, I can see how you might have thought that you needed to get those things, but I'm wondering if you kind of look back and see now, um, if that was a good decision on your part to spend the money on those things versus maybe saving that for something else, you know.",1,1,1,1,0,2,1.0
UkjjYbFBctk_31,"Life's fallen into place. So you're feeling pretty good, you feel like things are going your way?",All right. So this is really exciting. How long have you been feeling this way?,1,1,1,1,0,2,1.0
UkjjYbFBctk_33,And you're getting a lot accomplished.,Do you feel like you're able to take in information more effectively right now?,1,1,1,1,0,2,1.0
UkjjYbFBctk_35,Any sadness or anything like that?,"So I'm wondering if we could talk about some of the struggles that you've had. You've been here a few times before, right? So there's a lot of stuff that I know about you and your life. But of all the struggles that you've had, you know, you've been a student, you've had a lot of different struggles. Tell me about the struggle that brought you to counseling this time.",-1,-1,-2,0,0,1,-0.5
UkjjYbFBctk_37,"No. Um, any change in appetite?",How about anxiety?,-1,-1,-2,0,0,1,-0.5
UkjjYbFBctk_39,And you seem to have good amount of energy. Any feelings of worthlessness?,No? All right. How about any feelings of worthlessness?,1,1,1,1,1,2,1.1666666666666667
UkjjYbFBctk_41,Nothing. Any thoughts of death or dying?,No. Have you had any thoughts related to death or dying?,1,0,0,1,0,2,0.6666666666666666
UkjjYbFBctk_43,Drug and alcohol use?,"Alright. So I want to get to know you a little better, so what do you do for a living?",0,0,-2,0,0,2,0.0
UkjjYbFBctk_45,How about medical conditions?,No. Medical conditions?,-1,0,-2,0,0,1,-0.3333333333333333
