ID,reference,prediction,NJ,WE,RA,AL,RF,SA,AVG
L1vluZ9uHMY_31,Are you aware of any diagnosis that you've been given related to mental health in the past?,I see. How did that make you feel at the time?,1,1,1,1,0,2,1.0
L1vluZ9uHMY_33,All right. So you got into the sounds like a fairly serious fight when you were 12 and you're 25 now. Can you tell me what's happened in terms of any other problems between 12 and 25?,I see. How did you feel about the therapy you received in the past?,1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_35,Any other thefts or assaults or anything?,I see. It sounds like you've had some struggles with substance use. How have those experiences made you feel?,1,0,0,1,0,2,0.6666666666666666
L1vluZ9uHMY_37,"All right. And how much danger were the people that you were fighting? Like, did you seriously hurt them or...?",I see. And how did that make you feel?,1,1,1,1,0,2,1.0
L1vluZ9uHMY_39,All right. How many times did that happen where you seriously hurt somebody?,I see. And how did that make you feel?,1,1,1,1,0,2,1.0
L1vluZ9uHMY_41,"Can you explain what happened, like what caused the fight?",I see. And how did that make you feel?,1,1,1,1,0,2,1.0
L1vluZ9uHMY_43,What are your feelings about that?,I see. It sounds like you're feeling really upset and angry about this. Can you tell me more about what was going through your mind at that moment?,-1,0,-2,1,0,2,0.0
L1vluZ9uHMY_45,Because of the way she looked at you?,It sounds like you're feeling justified in your actions. Can you tell me more about why you felt she deserved it?,-1,-1,-2,-1,-1,1,-0.8333333333333334
L1vluZ9uHMY_47,Do you ever have any feelings of guilt or remorse about that?,How did that make you feel?,1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_49,Have you ever apologized to any of the people that were hurt?,I see. How does that make you feel?,1,1,1,1,0,2,1.0
L1vluZ9uHMY_51,"Oh, so in some of these situations, apologizing was kind of required?",I see. How does that make you feel when you apologize like that?,-1,-1,-2,0,-1,1,-0.6666666666666666
L1vluZ9uHMY_53,So you apologized to them but you didn't really mean it? Or what were you thinking?,"It sounds like you felt pressured to apologize, rather than feeling it was something you truly wanted to do.",-1,-1,-2,1,0,1,-0.3333333333333333
L1vluZ9uHMY_55,Were you successful in getting out of trouble?,"I see. It sounds like you felt pressured to apologize, but it wasn't coming from a genuine place. How does that make you feel?",-1,0,-2,1,0,2,0.0
L1vluZ9uHMY_57,You say that with a little pride. Is it something you take pride in? Being able to get out of trouble?,How did that make you feel?,1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_59,So that's like something you look at as like a skill that you have?,It's understandable that you might feel that way. What does it feel like to be in that situation?,1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_61,"Have you ever for the theft type activities, you ever felt any guilt or remorse there?",It's interesting that you see it as a skill. How does that make you feel?,1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_63,It's kind of the same thing?,I see. How does that make you feel?,1,1,1,1,0,2,1.0
L1vluZ9uHMY_65,Were you ever the victim of a crime?,I see. It sounds like you're feeling justified in your actions because you believe they would have done the same to you.,1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_67,"Do you feel that you're good in working with people, like in terms of social skills?",It sounds like you're feeling a sense of superiority and perhaps a bit of defensiveness. How does that make you feel?,1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_69,So you're effective at managing relationships to get what you want?,It sounds like you have a strong sense of self-confidence in your abilities. How does that make you feel?,1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_71,How would you describe your mood most of the time?,It sounds like you're quite skilled at navigating social situations to achieve your goals. How does that make you feel?,1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_73,How often does that happen?,It sounds like you might be feeling a bit irritable. Can you tell me more about what makes you feel that way?,1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_75,All right. Does that irritability ever lead to or has ever led to some of the aggressiveness you've...?,I see. What makes you feel that way?,1,1,1,1,0,2,1.0
L1vluZ9uHMY_77,So you're more likely to be aggressive when you've been irritable for a while?,I see. How does that make you feel when you're feeling that way?,1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_79,When was the last time you were involved in a physical fight?,I see. How does that make you feel when you're in that state?,-1,-1,-2,1,0,1,-0.3333333333333333
L1vluZ9uHMY_81,About five years ago?,I see. How did that make you feel afterwards?,1,1,1,1,0,2,1.0
L1vluZ9uHMY_83,What do you think has caused that to stop?,I see. How did that make you feel at the time?,1,1,1,1,0,2,1.0
L1vluZ9uHMY_85,What type of things?,It sounds like you're feeling a sense of growth and progress. How does that feel for you?,1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_87,So the stealing's more gratifying than the fighting?,I see. How does that make you feel?,1,1,1,1,0,2,1.0
L1vluZ9uHMY_89,"So irritable and any other emotions, any other feelings?",It sounds like you're finding a different kind of satisfaction in stealing.,1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_91,All right. You have a job?,It's okay to not know. It's a lot to process.,1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_93,Can you tell me about your work performance and your experience there?,I see. What happened?,1,1,0,1,0,2,0.8333333333333334
L1vluZ9uHMY_95,You show up most of the time?,"It sounds like you've been managing your work responsibilities, but it seems like there's some uncertainty or difficulty you're feeling. Can you tell me more about what's been challenging for you?",1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_97,How would your employer describe you as an employee?,It sounds like you're trying to balance your responsibilities. How does that feel for you?,-1,0,-2,1,0,2,0.0
L1vluZ9uHMY_99,"All right. So in terms of your feelings about missing work, that's not too worrisome for you?",It sounds like you're feeling torn between your responsibilities and your personal needs. How does that make you feel?,1,1,1,2,1,2,1.3333333333333333
L1vluZ9uHMY_101,How many jobs have you had?,I see. How does that make you feel?,1,1,1,1,0,2,1.0
L1vluZ9uHMY_103,Six jobs? At what age did you first start working?,I see. And how long have you been in your current role?,1,1,1,1,0,2,1.0
L1vluZ9uHMY_105,So six jobs in about six years?,That's quite young. How did you feel about starting work at that age?,1,1,-2,1,0,2,0.5
L1vluZ9uHMY_107,"And would you say that your experience with all the employers was the same in terms of how you showed up for work and missing work, or were any of them different?",It sounds like you've had a lot of different experiences in your career. How have those experiences been for you?,1,1,1,1,0,2,1.0
L1vluZ9uHMY_109,Kind of do things your own way?,It sounds like you've been feeling pressured to fit into certain expectations that didn't align with your personal values or style. How has that made you feel?,1,1,1,2,1,2,1.3333333333333333
L1vluZ9uHMY_111,What do you want to gain out of treatment here?,It sounds like you've been feeling a bit constrained in these work environments. How does that make you feel?,1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_113,"You're in trouble now, and you'd like to get out of trouble?","It sounds like you're feeling overwhelmed and looking for a way to navigate this situation. What does ""getting out of trouble"" mean to you?",-1,-1,-2,1,0,1,-0.3333333333333333
L1vluZ9uHMY_115,"All right, Lisa, this has been helpful. I'm going to get you scheduled for treatment, and they'll probably get you in about a week, and we can go from there.",It sounds like you're feeling overwhelmed and looking for a way out.,1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_117,All right. Thank you.,It sounds like you're feeling a bit overwhelmed right now.,1,1,1,1,1,2,1.1666666666666667
P624_q04ZWg_1,"Hi Jackie, how are you doing today?","Client: ""I've been feeling really overwhelmed lately. I have so much on my plate, and I just don't know where to start.""

Therapist: ""It sounds like you're feeling quite overwhelmed. Can you tell me more about what's been on your mind lately?""",1,0,-2,1,0,2,0.3333333333333333
P624_q04ZWg_3,"You're alright? Yeah. I, I'm doing well, thanks for asking. I understand you've had some recent difficulties that brought you into our agency.",I hear that you're feeling alright. It's great that you're checking in with me. How are you feeling today?,1,1,1,1,0,2,1.0
P624_q04ZWg_5,You lost your job?,I'm really sorry to hear that you've lost your job. That can be a very challenging and stressful experience. How are you feeling about it?,1,1,1,1,1,2,1.1666666666666667
P624_q04ZWg_7,"Were you aware that if there was an accident, you'd be drug tested?","I see. It sounds like you're feeling a lot of things right now. You're feeling embarrassed, maybe even a bit ashamed, and it's understandable. You're also feeling the stress of losing your job and the uncertainty of what comes next.",1,1,1,2,1,2,1.3333333333333333
P624_q04ZWg_9,"Hm. So there, has there been consequences to losing your job?",It sounds like you're feeling a mix of emotions right now. You're feeling embarrassed and maybe a bit guilty about the accident and the drug test.,1,1,1,1,1,2,1.1666666666666667
P624_q04ZWg_11,"Alright, what type of work do you do?",It sounds like you're feeling a lot of pressure from your parents. How does that make you feel?,-1,-1,-2,-1,-1,1,-0.8333333333333334
P624_q04ZWg_13,"All right. So, most of those employers would require a drug screen?",It sounds like you're feeling a bit overwhelmed with the pressure from your parents and the uncertainty of your current situation. How does that make you feel?,-1,-1,-2,-1,-1,1,-0.8333333333333334
P624_q04ZWg_15,You think it should be legal?,It sounds like you're feeling frustrated and stuck. You're trying to find a job but the drug tests are a barrier. How does that make you feel?,1,1,1,1,1,2,1.1666666666666667
P624_q04ZWg_17,So you want to stop using marijuana altogether?,It sounds like you're feeling frustrated and concerned about your job search and the drug tests. You're also feeling that the drug tests are unfair.,1,1,1,1,1,2,1.1666666666666667
P624_q04ZWg_19,"All right, can you tell me about your marijuana use now? Like, when was the last time you used?",It sounds like you're feeling a bit stuck and frustrated.,1,1,1,1,1,2,1.1666666666666667
P624_q04ZWg_21,"All right, so recently. And how about the course? Like, when did you start using marijuana?",I see. How did that make you feel?,1,1,1,1,0,2,1.0
P624_q04ZWg_23,All right. Any other drugs or alcohol or anything? Just marijuana?,I see. And how does it make you feel when you use marijuana?,-1,0,-2,1,0,2,0.0
P624_q04ZWg_25,Have you noticed over time you've been using more?,I see. And how does it make you feel when you use it?,1,0,1,1,0,2,0.8333333333333334
P624_q04ZWg_27,"So it's consuming a lot of time, marijuana?",It sounds like you're feeling a bit torn between wanting to cut down and the social pressure to use with your friends. How does that make you feel?,-1,-1,-2,1,0,1,-0.3333333333333333
P624_q04ZWg_29,All right. You have a craving for marijuana?,It sounds like it's becoming a significant part of your daily life and it's causing some distraction.,1,1,1,1,1,2,1.1666666666666667
P624_q04ZWg_31,"Now, have you had any social problems because of your marijuana use?",I see. It's more about the social aspect and the time it takes up?,1,0,1,1,0,2,0.8333333333333334
P624_q04ZWg_33,Are there other important activities that you miss out on because of your marijuana use? Outside of work.,It sounds like you're feeling torn between your work responsibilities and your social life. How does that make you feel?,1,1,1,2,1,2,1.3333333333333333
P624_q04ZWg_35,You don't miss much. Are there any activities that you engage in that are more dangerous because of your marijuana use?,It sounds like you're feeling a bit uncertain about your marijuana use and its impact on your life. How does it make you feel when you think about it?,-1,-1,-2,0,0,2,-0.3333333333333333
P624_q04ZWg_37,Do you have any history of mental health issues or medical issues?,It sounds like you and your friends spend a lot of time together in your basement. How does that make you feel?,1,1,1,1,1,2,1.1666666666666667
P624_q04ZWg_39,Do you notice any anxiety or physical symptoms when you stop using marijuana?,I see. How does it make you feel when you're hanging out in your basement and not doing much?,1,1,1,1,1,2,1.1666666666666667
P624_q04ZWg_41,Feel okay? Yeah. So how motivated are you to stop using?,It sounds like you're feeling okay without it. How does that make you feel?,1,1,1,1,0,2,1.0
P624_q04ZWg_43,"You're committed to it? Yeah. I'm going to get you in to see a counselor here, if that's okay with you.","It sounds like you're feeling a mix of determination and frustration. You're committed to making a change, but it's also challenging.",1,1,1,1,1,2,1.1666666666666667
P624_q04ZWg_45,It'll be helpful? Mm-hmm. And I appreciate you taking this time to tell me what's going on and answer my questions. This has been helpful.,I'm glad to hear that. How does that make you feel?,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_1,"Hi Sarah, how are you doing today?","Client: ""I've been feeling really overwhelmed lately. I have so much on my plate, and I just don't know where to start.""

Therapist: ""It sounds like you're feeling quite overwhelmed. Can you tell me more about what's been on your mind lately?""",1,0,-2,1,0,2,0.3333333333333333
SNstOn6owcI_3,Doing well?,I'm really glad you're here today. It sounds like you've been going through a lot lately. How are you feeling about all of this?,1,1,1,1,0,2,1.0
SNstOn6owcI_5,"A little better than last time, or worse?",I'm here for you. How are you feeling today?,1,1,1,1,0,2,1.0
SNstOn6owcI_7,No change?,I see. How does that make you feel?,1,1,1,1,0,2,1.0
SNstOn6owcI_8,So you're still having sadness?,Of course. How are you feeling about that?,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_10,And frustrated?,I see. How long have you been feeling this way?,1,1,1,1,0,2,1.0
SNstOn6owcI_12,Tell me what's been going on this last week.,It sounds like you're feeling a mix of sadness and frustration. Can you tell me more about what's been making you feel this way?,1,1,1,1,0,2,1.0
SNstOn6owcI_14,How much have you been sleeping each night on average?,It sounds like you've been going through a tough time. How are you feeling about all this?,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_16,And how long did you sleep each night before you had Mary?,It sounds like you're feeling really exhausted. How does that tiredness make you feel?,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_18,So your sleep habits have changed. What else has changed besides feeling sad?,It sounds like you're feeling quite exhausted. How has this been affecting your daily life and responsibilities?,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_20,What specifically is contributing to that thought?,It sounds like you're feeling overwhelmed and considering a change. How does that make you feel?,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_22,So you're less enthusiastic about caring for her than you were with George?,It sounds like you're feeling overwhelmed with Mary's needs. How does that make you feel?,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_24,You still do care for her though?,It sounds like you're feeling a bit overwhelmed or disconnected with Mary. Can you tell me more about what's making you feel that way?,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_26,Anything else that's changed?,It's okay to have different reactions to different people. How does it feel when you have that reaction towards Mary?,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_28,Tell me more about the sadness. Where do you think that's coming from?,It's okay to take your time.,-1,-1,-2,-1,-1,1,-0.8333333333333334
SNstOn6owcI_30,"People are giving you the same input, but you're feeling differently about it.",It sounds like you're feeling a bit disconnected from your current situation. How does that make you feel?,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_32,"Their feedback hasn't changed, but your feelings have.",It's understandable that you might feel that way. How does that make you feel?,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_34,To the point where you feel you should get a job and put Mary in daycare?,It's understandable that you're feeling this way. Can you tell me more about what's different for you now compared to when you were with George?,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_36,What comes to mind when you consider working full-time?,It sounds like you're considering a significant change in your routine and Mary's care. How does that make you feel?,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_38,Like you're just not doing the same quality job.,"It sounds like you're feeling torn between wanting to provide the same experience for Mary as you did for George, and the reality of needing to work. How does that feel for you?",1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_40,What kind of things did you do with George that you looked forward to?,It sounds like you're feeling torn between your desire to provide the best care for Mary and the need to return to work.,-1,-1,-2,1,0,1,-0.3333333333333333
SNstOn6owcI_42,Like most days?,"It sounds like you have a special bond with George, and you enjoy those moments together. How does it feel to not be able to do those things with Mary?",1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_44,Have you done those same things with Mary?,It sounds like you had a special bond with George. How did it feel when you were together?,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_46,"Each baby is different, but you'd prefer if her temperament was more like George's.","It sounds like you're trying to find ways to connect with Mary, but it's not working out the same way. How does that make you feel?",-1,0,-2,0,0,2,-0.16666666666666666
SNstOn6owcI_48,"If it were, do you think that would break you out of these feelings of sadness?",It's understandable that you might feel frustrated or disappointed. How does that make you feel?,1,1,1,2,1,2,1.3333333333333333
SNstOn6owcI_50,So part of this could be adapting to her personality.,It's understandable that you're feeling this way.,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_52,What else could be a part of it?,It sounds like you're feeling a bit uncertain about how to navigate this situation.,2,1,-2,1,1,2,0.8333333333333334
SNstOn6owcI_54,So they look upon you negatively because you don't work?,It sounds like you're feeling judged and maybe a bit isolated. How does that make you feel?,1,1,1,2,1,2,1.3333333333333333
SNstOn6owcI_56,Do you have evidence that's the way they feel?,It sounds like you're feeling judged and maybe even a bit isolated. How does that make you feel?,1,1,1,2,1,2,1.3333333333333333
SNstOn6owcI_58,I can see how that would hurt. But this sadness is markedly worse than what you've experienced before.,It sounds like you're feeling judged and maybe a bit hurt by your friend's comment.,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_60,"After you had George, there was no period of sadness?",It sounds like you're feeling a bit overwhelmed by this situation.,-1,-1,-2,1,1,2,0.0
SNstOn6owcI_62,And you don't have that same feeling now.,It sounds like you're feeling a bit overwhelmed now.,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_64,So you're adapting to her needs and George's changing role. There's a lot going on.,It sounds like you're feeling overwhelmed and frustrated.,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_66,"You're sleeping more, not enjoying Mary like you hoped, and seeing things negatively.",It's understandable that you're feeling overwhelmed.,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_69,Which makes it more frustrating. Have you had feelings of guilt?,It sounds like you're feeling overwhelmed and maybe a bit resentful.,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_71,It comes back to the feeling that you aren't providing the same quality of care.,It's understandable that you're feeling this way. How does it feel to compare yourself to how you were with George?,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_73,I want to look at behaviors. Thoughts are what you're thinking; behaviors are what you're doing.,It's understandable that you're feeling this way. How does it make you feel when you compare yourself to how you were with George?,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_75,"It's important to engage in activities that would normally bring enjoyment, even if you don't feel it right now.",It sounds like you're trying to understand the difference between how you're acting with your daughter and how you acted with George.,1,1,-2,1,0,2,0.5
SNstOn6owcI_77,What activities were you looking forward to doing with Mary?,I'm glad you think so. What activities do you usually enjoy?,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_79,Reading and singing. Anything else?,It sounds like you have a special bond with Mary. How does it feel to be unable to do those things with her right now?,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_81,Have you tried to go to the park?,It sounds like you've been missing out on some special moments with Mary. How does that make you feel?,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_83,What led to you not going?,It sounds like you're feeling a bit uncertain about going to the park again.,-1,-1,-2,-1,-1,1,-0.8333333333333334
SNstOn6owcI_85,"So sadness and negative thoughts are the obstacle. Let's schedule reading, singing, and the park.",It sounds like you're feeling a bit overwhelmed by the thought of going to the park again.,-1,-1,-2,-1,-1,1,-0.8333333333333334
SNstOn6owcI_87,How many times a day did you read with George?,How does that sound to you?,-1,-1,-2,0,0,1,-0.5
SNstOn6owcI_89,"Let's set a goal of 20 minutes of reading a day, Monday through Friday.",It sounds like you've been consistent with your reading time with George. How does that make you feel?,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_91,What time of day would be realistic?,How does that feel to you?,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_93,Let's set 6:30 as the target. Can you push yourself to do that?,That sounds like a good time. How does that fit with your daily routine?,0,0,-2,0,0,2,0.0
SNstOn6owcI_95,Do you believe it would be good for Mary?,It sounds like you're committed to making this change. How does that feel for you?,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_97,"When you feel derailed, remember 'this is good for her'. What about singing?",It sounds like you're feeling a bit uncertain about whether you can follow through. How does that uncertainty make you feel?,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_99,When would be a good time for that?,That sounds like a wonderful idea. What makes you feel most connected to those songs?,1,1,1,1,0,2,1.0
SNstOn6owcI_101,Shortly after reading. Do you think that would be good for her?,That sounds like a lovely routine. How does that make you feel?,1,1,1,1,0,2,1.0
SNstOn6owcI_103,How many days a week would you like to sing?,It sounds like you're considering a specific time for this. How does that make you feel?,1,1,1,1,0,2,1.0
SNstOn6owcI_105,Let's start with four times a week. And what about the park?,It sounds like you're eager to return to singing daily. How does that make you feel?,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_107,Let's go with once. What were you thinking when you sighed just now?,It sounds like you're finding a balance between your singing and other activities. How does that feel to you?,1,1,1,1,0,2,1.0
SNstOn6owcI_109,Could family help you get out once a week?,It sounds like you're feeling exhausted. How does that tiredness make you feel?,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_111,Does that external motivation help?,It sounds like you're considering reaching out to them. How do you feel about that idea?,-1,-1,-2,0,0,1,-0.5
SNstOn6owcI_113,"Evaluating the evidence, you do seem to be as good a mom. There's just a disconnect with your thoughts.",It sounds like you're feeling a lot of pressure to be a certain way. How does that pressure make you feel?,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_114,"So, we have reading five times a week, singing four times, and the park once. Does that seem realistic?",How does it feel to think about George?,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_116,"If you miss a day, accept it as an isolated incident. Don't let it predict the next day.",It sounds like you're trying to balance your responsibilities and your child's needs. How does that make you feel?,-1,-1,-2,0,-1,1,-0.6666666666666666
SNstOn6owcI_117,Can you stick with those levels? We'll follow up next week.,It sounds like you're trying to maintain a balance between being a good mom and taking care of yourself. How does that balance feel to you?,-1,-1,-2,1,-1,1,-0.5
SNstOn6owcI_119,Thanks Sarah.,I hear that you're feeling a bit overwhelmed. It's okay to have off days. Let's focus on what you can do today. How are you feeling right now?,1,1,1,1,0,2,1.0
UkjjYbFBctk_1,"Hi Sherry, how you doing today?","Client: ""I've been feeling really overwhelmed lately. I have so much on my plate, and I just don't know where to start.""

Therapist: ""It sounds like you're feeling quite overwhelmed. Can you tell me more about what's been on your mind lately?""",1,0,-2,1,0,2,0.3333333333333333
UkjjYbFBctk_3,"I'm doing well, thanks for asking. So you're doing great?",It sounds like you're here today because you're feeling a bit overwhelmed. I'm here to listen and support you. How are you feeling right now?,-1,-1,-2,0,0,1,-0.5
UkjjYbFBctk_5,I noticed today your brother brought you in and he had some concerns about how your mood has been.,I hear that. How are you feeling today?,-1,0,-2,0,0,1,-0.3333333333333333
UkjjYbFBctk_7,"All right, so you're feeling you're feeling pretty good?",It sounds like you've been feeling really productive and accomplished lately.,1,1,1,1,1,2,1.1666666666666667
UkjjYbFBctk_9,And you have been for about a week?,It sounds like you've been feeling productive and accomplished.,1,1,1,1,1,2,1.1666666666666667
UkjjYbFBctk_11,All right. Have you do you feel like um your sleep habits have changed?,That's great to hear. What's it been like for you to feel this way?,1,1,1,1,0,2,1.0
UkjjYbFBctk_13,All right so you're sleeping less but you don't feel tired at all?,"It sounds like you've been managing with less sleep than usual, and it hasn't been causing any significant problems for you during the day. How does that feel for you?",1,0,0,1,0,2,0.6666666666666666
UkjjYbFBctk_15,You feel okay?,It sounds like you're managing to function well despite the reduced sleep. How does that feel for you?,1,0,0,1,0,2,0.6666666666666666
UkjjYbFBctk_17,Do you find yourself more easily distracted by anything? Things around you?,It sounds like you're managing well with less sleep.,-1,0,-2,0,0,1,-0.3333333333333333
UkjjYbFBctk_19,"No, nothing like that?",I see. How are you feeling about that?,1,1,1,1,1,2,1.1666666666666667
