ID,reference,prediction,NJ,WE,RA,AL,RF,SA,AVG
L1vluZ9uHMY_43,What are your feelings about that?,"I hear that you felt deeply hurt by how she looked at you, and that it triggered a strong reaction in you—something that felt overwhelming and hard to control. It sounds like that moment was really painful for you, not just because of what happened, but because it felt like a direct response to something you couldn’t ignore. Is there anything about that moment that still stays with you—something you notice when you think about it now?",1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_45,Because of the way she looked at you?,I hear that you felt she deserved what happened. Can you tell me more about what you were feeling at the time—what was going on inside you when you were reacting like that?,1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_47,Do you ever have any feelings of guilt or remorse about that?,"It sounds like you were carrying a lot of frustration or hurt at the time, and that reaction came from a place of deep emotion. It’s okay to feel that way—what you did was a response to something that felt unfair or painful. How do you feel about that now, when you're reflecting on it?",-1,0,-2,1,0,2,0.0
L1vluZ9uHMY_49,Have you ever apologized to any of the people that were hurt?,"Thank you for saying that. It’s okay to feel that way—sometimes we carry things in silence, and it takes courage to just let them be seen. I hear that you’re holding onto a sense of fairness or justice in that moment, and that you don’t feel guilt. That’s important. How does that feeling sit with you—being sure that she deserved it?",1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_51,"Oh, so in some of these situations, apologizing was kind of required?","It sounds like you're carrying a lot of weight in those apologies—like you're doing it not to make things right, but to protect yourself from further consequences. That must feel really heavy, especially when you're not truly feeling guilt. Is there a moment when you felt something different—like relief, or even just a small sense of peace—after you apologized?",1,1,1,1,0,2,1.0
L1vluZ9uHMY_53,So you apologized to them but you didn't really mean it? Or what were you thinking?,"It sounds like you were doing it to protect yourself—maybe to keep peace, or to avoid conflict. And that must have felt really heavy, not because you were trying to fix things, but because you were carrying the weight of making things right when it wasn’t really about fixing them. Is that something you’ve been thinking about lately?",1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_55,Were you successful in getting out of trouble?,"I hear that—you did it not to make things right, but to protect yourself from getting into more trouble. And that’s a really honest thing to say. It sounds like you were trying to keep things moving, even if it didn’t come from a place of genuine intent. Is there a part of you that’s still carrying the weight of that decision, or something you’re wondering about now?",1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_57,You say that with a little pride. Is it something you take pride in? Being able to get out of trouble?,And how did that feel—being able to move on without really meaning it?,1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_59,So that's like something you look at as like a skill that you have?,"It sounds like you're reflecting on that moment with a sense of self-awareness—like you're recognizing that stepping away from trouble wasn't just about survival, but about asserting your own path. That kind of choice can feel powerful, even if it wasn't easy. Is there something about that moment that still resonates with you, even now?",1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_61,"Have you ever for the theft type activities, you ever felt any guilt or remorse there?","It sounds like you're honoring that strength—being able to get out of trouble—and it’s something you carry with you, even when things get hard. That kind of resilience must feel meaningful to you.",1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_63,It's kind of the same thing?,"It sounds like you're carrying that sense of being able to do it without feeling any guilt—like it's just part of how things work for you. That can be really hard to process, especially when you're not sure where that sense of detachment comes from. Is there anything about that feeling that stands out to you—what it feels like in your body or how it shows up in your thoughts or emotions?",1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_65,Were you ever the victim of a crime?,"I hear that—you're saying it felt like a kind of balance, like you were protecting yourself by acting first, before they could act on you. It sounds like you were trying to stay ahead, to keep yourself safe. And in that moment, it wasn’t about being wrong or right, but about survival. That’s a heavy thing to carry, and I’m here to listen to how it feels in your body, in your heart. What does that sense of balance feel like to you now?",1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_67,"Do you feel that you're good in working with people, like in terms of social skills?","It sounds like you're carrying a sense of balance or even justice in how you see yourself—like you're not just reacting, but anticipating, preparing. And that might give you a sense of control. Is there a moment when you felt like you were truly standing up for yourself, or protecting someone, in a way that made you feel strong?",1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_69,So you're effective at managing relationships to get what you want?,"It sounds like you're carrying a sense of confidence in your ability to navigate situations and get what you need—like you have a strong sense of control. Is that feeling of control something that comes from being able to anticipate what others might do, or does it feel more like a way of protecting yourself?",2,1,-2,1,1,2,0.8333333333333334
L1vluZ9uHMY_71,How would you describe your mood most of the time?,"And when you say you can always get what you want, it sounds like that gives you a sense of control—like you're confident in your ability to navigate situations. Is there a particular moment or situation where that feeling of control really stood out to you?",1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_73,How often does that happen?,"It sounds like you're carrying a lot of control in your life—being able to get what you want—and that comes with a quiet tension, maybe even a sense of pressure. The irritability might be a signal that you're holding a lot in, or that you're feeling a bit worn down by the effort it takes to keep things going the way you want them. Is there a moment lately when that irritability stood out to you, or when it felt especially sharp?",-1,0,-2,1,0,1,-0.16666666666666666
L1vluZ9uHMY_75,All right. Does that irritability ever lead to or has ever led to some of the aggressiveness you've...?,"And when does it usually happen—like, what’s going on in your day or situation when that irritability shows up?",1,0,1,1,0,2,0.8333333333333334
L1vluZ9uHMY_77,So you're more likely to be aggressive when you've been irritable for a while?,"And when that happens, what do you notice in your body or in your thoughts right before it starts?",1,0,0,1,0,2,0.6666666666666666
L1vluZ9uHMY_79,When was the last time you were involved in a physical fight?,It sounds like those moments of irritation can build up and then shift into something more intense—like anger or frustration—especially when you're already feeling overwhelmed. Is there a particular situation or trigger that makes that shift happen for you?,1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_81,About five years ago?,"It sounds like that experience was a long time ago, and you’ve been carrying some tension or irritability since then. Is there anything about that time or the situation that still feels heavy or unresolved for you?",1,0,-2,1,0,2,0.3333333333333333
L1vluZ9uHMY_83,What do you think has caused that to stop?,And how did that moment feel for you at the time—what was going on in your body or your mind during that fight?,1,1,1,1,0,2,1.0
L1vluZ9uHMY_85,What type of things?,"It sounds like you're carrying a sense of closure, and that you're allowing yourself to shift focus toward something more meaningful or hopeful. That’s a powerful step—choosing to move forward, even when it’s hard. What does “bigger and better things” feel like to you, in this moment?",-1,-1,-2,-1,-1,1,-0.8333333333333334
L1vluZ9uHMY_87,So the stealing's more gratifying than the fighting?,Stealing? I hear that you're saying you're moving toward something new—something that feels bigger or more important—and that it's connected to stealing. Can you tell me more about what that feels like? What does it mean to you in this moment?,1,1,1,1,0,2,1.0
L1vluZ9uHMY_89,"So irritable and any other emotions, any other feelings?","It sounds like the stealing gives you a sense of power or relief—something that the fighting doesn’t offer. And it’s not just about the act itself, but what it feels like to be in that moment. Can you tell me more about what that feeling is like when you’re doing it?",1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_91,All right. You have a job?,"That’s okay. It’s completely okay not to know yet. Sometimes when we’re in the middle of something, the emotions just feel like they’re moving in a fog. I’m here with you, and it’s safe to just feel whatever comes up—without needing to explain it or make sense of it right now. Would you like to share what the stealing feels like in your body, or what it might be trying to tell you?",-1,-1,-2,1,0,2,-0.16666666666666666
L1vluZ9uHMY_93,Can you tell me about your work performance and your experience there?,"That’s okay. It sounds like you’re carrying a lot, and it’s okay to not know exactly how you’re feeling right now. Is there anything in your day that’s been standing out—something small, even—when you’ve been feeling that way?",1,1,1,1,0,2,1.0
L1vluZ9uHMY_95,You show up most of the time?,"It sounds like you're showing up with responsibility and care—doing what you need to, even when it's hard. Is there a part of that experience that feels especially heavy or meaningful to you?",1,-1,-2,1,1,2,0.3333333333333333
L1vluZ9uHMY_97,How would your employer describe you as an employee?,"It sounds like showing up is something you carry with you, even when it's hard. Is there a particular moment or feeling that comes up when you think about showing up—something that makes it feel easier or more difficult?",1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_99,"All right. So in terms of your feelings about missing work, that's not too worrisome for you?","It sounds like you're carrying a lot of responsibility, and you're showing up when you need to—despite the pressure to be there more. Is there a part of that feeling where you wonder if you're doing enough, or if you're being seen for the work you're actually doing?",1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_101,How many jobs have you had?,"I hear that—being absent feels like a gap that others notice, and it might make you feel like you're not fully there, even when you're doing your job. Is there a part of that feeling that makes you feel uncertain about your place at work?",1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_103,Six jobs? At what age did you first start working?,"That’s a lot—six jobs in a while. And you’re saying that when you’re not there, things feel like they’re going on without you. Can you tell me more about what that feels like when you’re not present? Like, what do you notice in your body or in your mind?",1,1,1,1,0,2,1.0
L1vluZ9uHMY_105,So six jobs in about six years?,So you started working at 19—what was that like for you at the time?,1,0,1,1,0,2,0.8333333333333334
L1vluZ9uHMY_107,"And would you say that your experience with all the employers was the same in terms of how you showed up for work and missing work, or were any of them different?","It sounds like you’ve been carrying a lot of responsibility and moving quickly through different roles since you were 19. That must have been a lot to manage—what did that feel like for you, in that moment?",1,1,-2,1,0,2,0.5
L1vluZ9uHMY_109,Kind of do things your own way?,"I hear that—you're not a conformist, and that’s something you’re truly standing by. It sounds like you’ve been trying to stay true to yourself, even when others were pushing you to change. That must have been really hard, especially when you were trying to keep your job. Is there a part of that experience where you felt especially seen or misunderstood?",1,1,1,1,0,2,1.0
L1vluZ9uHMY_111,What do you want to gain out of treatment here?,"It sounds like you're holding onto a strong sense of your own values and boundaries, even when others are trying to shape how you show up. That must feel both brave and a little hard at the same time. Is there a particular moment or situation where that resistance felt especially clear to you?",1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_113,"You're in trouble now, and you'd like to get out of trouble?","It sounds like you're carrying a lot of weight just wanting to be free from the pressure to do things you don’t feel comfortable with. And that desire to get out of trouble—maybe it’s not just about avoiding conflict, but about finally being able to live in a way that feels true to you.  

Is there a moment, a small thing, when you felt like you were actually just *you*, without having to change or hide?",1,1,1,2,1,2,1.3333333333333333
L1vluZ9uHMY_115,"All right, Lisa, this has been helpful. I'm going to get you scheduled for treatment, and they'll probably get you in about a week, and we can go from there.","It sounds like you're carrying a lot of weight right now—just wanting to get out of trouble, to feel safe and free from the pressure. And that’s completely valid. What does “getting out of trouble” mean to you in this moment? Is it something you can see, or is it more like a feeling you’re hoping to reach?",-1,-1,-2,-1,-1,1,-0.8333333333333334
L1vluZ9uHMY_117,All right. Thank you.,"I hear that you just want to get out of trouble—like, you're feeling overwhelmed and you want a way forward. That’s a really important thing to be saying, and it shows you’re taking steps toward your own peace. Is there something specific about the trouble that’s really standing out to you right now?",1,1,1,1,1,2,1.1666666666666667
P624_q04ZWg_1,"Hi Jackie, how are you doing today?","How are you feeling right now, as you're sitting here with me?",1,0,-2,1,0,2,0.3333333333333333
P624_q04ZWg_3,"You're alright? Yeah. I, I'm doing well, thanks for asking. I understand you've had some recent difficulties that brought you into our agency.","I hear that you're saying you're alright, and I wonder if that feels true right now—or if there's something beneath that that you're not quite ready to share. How are you really feeling in this moment?",1,1,1,1,0,2,1.0
P624_q04ZWg_5,You lost your job?,"I hear that—you lost your job. That must feel really heavy, maybe even overwhelming. It sounds like a big shift, and I can see how that might leave you feeling uncertain or even a little lost right now. How have you been carrying that feeling since it happened?",1,1,1,1,1,2,1.1666666666666667
P624_q04ZWg_7,"Were you aware that if there was an accident, you'd be drug tested?","It sounds like you're carrying a lot of weight around that incident—both the accident and the drug test. I can see how that must have felt like a big turning point, especially when you didn’t expect it to go that way. You mentioned you didn’t think it was a big deal at the time, but now it seems to have had a major impact. Is there a part of that experience where you’re feeling especially hurt, confused, or even guilty?",1,0,0,1,0,2,0.6666666666666666
P624_q04ZWg_9,"Hm. So there, has there been consequences to losing your job?","It sounds like you were caught off guard by the situation—both the accident and the drug test. It’s understandable that you didn’t expect to be tested after the incident, and it must have felt overwhelming to realize you’d failed, especially when you didn’t think it was a big deal at the time. Is there something in particular that’s been weighing on you since that happened?",1,1,1,1,1,2,1.1666666666666667
P624_q04ZWg_11,"Alright, what type of work do you do?","It sounds like you're carrying a lot of pressure right now—being responsible, earning your own way, and trying to make things right with your parents. Is there a part of that feeling that you're still trying to make sense of, like what happened with the accident or how it all connects to your current situation?",-1,-1,-2,-1,-1,1,-0.8333333333333334
P624_q04ZWg_13,"All right. So, most of those employers would require a drug screen?","It sounds like you're carrying a lot of responsibility while also feeling the weight of your parents' expectations. Is there a part of that role—monitoring parking, taking tickets—that feels especially meaningful or grounding for you, even in the midst of all this?",-1,-1,-2,-1,-1,1,-0.8333333333333334
P624_q04ZWg_15,You think it should be legal?,"It sounds like you're carrying a lot of frustration—being pushed to get a job, feeling stuck in this cycle of needing to pass drug tests, and at the same time, feeling that what you're doing isn't really that big a deal. Is there a part of that frustration where you feel like you're being judged or misunderstood by the people around you, even when you're just trying to do what you need to survive?",1,1,1,2,1,2,1.3333333333333333
P624_q04ZWg_17,So you want to stop using marijuana altogether?,"It sounds like you're carrying a lot of tension between wanting to live a life that feels more honest and free—like using weed isn’t something that harms anyone—and the reality of needing a stable job, where those choices are really limited right now. That’s a lot to carry, and it’s okay to feel that pressure. What would it feel like if you could find a job that didn’t require a drug test, or if you could find a way to make that part of your life feel less like a burden?",1,1,1,1,1,2,1.1666666666666667
P624_q04ZWg_19,"All right, can you tell me about your marijuana use now? Like, when was the last time you used?","It sounds like you're carrying a lot of pressure right now—wanting to get a job, not wanting to fail a drug test, and also feeling like you need to make a change for your future. And at the same time, you're holding onto this belief that using a little weed isn't really harmful, especially since you didn’t hurt anyone. Is that still something that feels true to you, or has that changed as you’ve been thinking about it more?",1,1,1,1,0,2,1.0
P624_q04ZWg_21,"All right, so recently. And how about the course? Like, when did you start using marijuana?","It sounds like you're being mindful of your choices now—wanting to avoid another drug test failure, and actually making space to reflect on that moment this morning. That takes real awareness. How do you feel about that experience with your friend? Is there something specific about it that stands out to you?",1,1,-2,1,0,2,0.5
P624_q04ZWg_23,All right. Any other drugs or alcohol or anything? Just marijuana?,"It sounds like marijuana has been a part of your life for a long time, and it’s been tied to your friendships and daily routine. Is there a particular feeling or experience that comes up when you think about using it now—something that stands out to you?",1,0,0,1,0,2,0.6666666666666666
P624_q04ZWg_25,Have you noticed over time you've been using more?,"It sounds like marijuana has been a part of your life for a long time, and it’s been tied to your friendships and daily routine. I can see how that might feel familiar or even comforting—like a way to connect with others or just feel at ease. How has that feeling of connection or comfort changed over time, if at all?",1,1,1,1,1,2,1.1666666666666667
P624_q04ZWg_27,"So it's consuming a lot of time, marijuana?","It sounds like you're trying to be mindful, to set boundaries, but it's easy to get pulled into the rhythm of being with your friends when you're high. Is there a part of that experience that feels especially hard to let go of, even when you want to?",1,1,1,1,1,2,1.1666666666666667
P624_q04ZWg_29,All right. You have a craving for marijuana?,"It sounds like using marijuana has become a big part of your routine, especially when you're with friends—something that feels both familiar and hard to escape. Is there a particular moment or feeling when you find yourself reaching for it, even when you know it's not helping?",-1,-1,-2,1,0,2,-0.16666666666666666
P624_q04ZWg_31,"Now, have you had any social problems because of your marijuana use?","I hear that—so it's not a strong craving right now, but it still takes up a lot of your time and energy, especially when you're hanging out with friends. Is there a particular moment or feeling when that smoking tends to start, even if it's just a little bit?",-1,-1,-2,0,0,1,-0.5
P624_q04ZWg_33,Are there other important activities that you miss out on because of your marijuana use? Outside of work.,"It sounds like you're carrying a lot of internal tension—trying to manage your thoughts about getting more, and also feeling like you're balancing it with your work. And even though your friends don’t seem to have issues, it still feels like it’s taking up space in your mind. Is there a particular moment or feeling when that worry about getting more comes up for you?",1,1,1,2,1,2,1.3333333333333333
P624_q04ZWg_35,You don't miss much. Are there any activities that you engage in that are more dangerous because of your marijuana use?,"That sounds like a quiet but meaningful way to be living right now. It’s okay to feel that way—there’s no need to feel like you’re missing anything important. If you ever want to explore what might feel meaningful or fulfilling in a different way, I’m here to listen. How are you feeling about this in the moment?",1,1,1,1,1,2,1.1666666666666667
P624_q04ZWg_37,Do you have any history of mental health issues or medical issues?,"It sounds like you're just staying grounded in what feels safe and familiar—your basement, your routine. And that’s okay. It’s not about doing more, but about being present in what you’re already doing. Is there a part of that time with your friends in the basement where you feel something different—like a sense of peace, or maybe even a little loneliness, even when you're together?",1,1,1,1,1,2,1.1666666666666667
P624_q04ZWg_39,Do you notice any anxiety or physical symptoms when you stop using marijuana?,"Thank you for sharing that. It sounds like you're just hanging out in your basement, and that’s a quiet, peaceful space for you. Is there anything about that time or place that feels meaningful or comforting to you?",0,0,-2,0,0,2,0.0
P624_q04ZWg_41,Feel okay? Yeah. So how motivated are you to stop using?,"I hear that you're feeling okay right now—just being present in that space, without any distress. That seems like a quiet but meaningful place to be. Is there anything else that comes up for you when you think about those basement moments, or how you're feeling in that stillness?",1,1,1,1,1,2,1.1666666666666667
P624_q04ZWg_43,"You're committed to it? Yeah. I'm going to get you in to see a counselor here, if that's okay with you.","It sounds like you're carrying a lot of responsibility right now—wanting to be independent, to build your own life, and to move beyond relying on your parents. That kind of commitment must feel both powerful and hard at the same time. Is there a part of you that’s hoping this change will bring more freedom or peace in your daily life?",-1,-1,-2,-1,-1,1,-0.8333333333333334
