ID,reference,prediction,NJ,WE,RA,AL,RF,SA,AVG
L1vluZ9uHMY_3,"I'm doing well, thanks for asking. It's nice to meet you, I'm glad you could come into the agency. Could you tell me what brings you here today?","Hi Lisa, I’m doing well, thank you. I’m glad to meet you too.",-1,0,-2,0,0,2,-0.16666666666666666
L1vluZ9uHMY_5,All right. So were you ordered by a court or...?,"It sounds like you’re coming in with a lot of weight on your shoulders, and maybe some sense of consequence or accountability. What has this experience been like for you so far?",1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_7,And how long ago did the crime occur?,"Yeah. It sounds like this is connected to a court process, and you’re here because of that. How are you feeling about being here today?",-1,-1,-2,0,0,1,-0.5
L1vluZ9uHMY_9,"All right. So I'm going to try to get an idea of what's going on with you to see where you fit in in terms of treatment. So it's an assessment, so I'll be asking you some questions about your history and kind of things that you've done, any feelings you've had, thoughts you've had.",A month ago — okay. It sounds like this is still pretty recent for you. What has the past month been like since then?,1,1,1,1,0,2,1.0
L1vluZ9uHMY_11,Like diagnosing. Is that okay with you?,"I hear your concern about that, and it makes sense to want clarity about what this process is. It’s not about labeling you so much as understanding what’s going on and what you’re experiencing; what worries you most about it?",-1,-1,-2,0,0,1,-0.5
L1vluZ9uHMY_13,All right. So how old are you now?,"It sounds like this happened fairly recently, and we can take this one step at a time. What was going on for you around that time?",-1,-1,-2,-1,-1,1,-0.8333333333333334
L1vluZ9uHMY_15,All right. So you say about a month ago you got into some trouble. Can you tell me what happened there?,Thanks for sharing that. What was happening in your life when you were 25 that felt important for me to understand?,-1,0,-2,0,0,1,-0.3333333333333333
L1vluZ9uHMY_17,And this was a friend of yours?,It sounds like you were in a difficult spot and felt like you needed money. What was that experience like for you afterward?,1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_19,How do things stand between you and your friend now?,I hear that this was someone you knew and cared about in some way. What was it like for you when she turned you in?,1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_21,Have you had any other trouble with the law?,"That sounds like a painful loss, even though the friendship ended in the middle of something difficult. How are you feeling about it now?",-1,-1,-2,1,0,1,-0.3333333333333333
L1vluZ9uHMY_23,And who's they?,It sounds like there’s a history of conflict and fights that your family remembers. What do you make of that part of your past?,-1,-1,-2,-1,-1,1,-0.8333333333333334
L1vluZ9uHMY_25,You remember doing it?,"I hear that there were a lot of physical altercations, and that one stands out clearly in your memory. What was going on for you then?",1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_27,And how old were you when that happened?,"You do remember it, and that sounds like something that still feels significant. What stands out to you most when you think about that time?",1,1,1,1,0,2,1.0
L1vluZ9uHMY_29,"Were you ever treated for that, like any type of mental health treatment?","It sounds like there was a lot of fighting and that this has been part of your history for a long time. What was going on for you around that time, and what do you remember feeling in those moments?",1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_31,Are you aware of any diagnosis that you've been given related to mental health in the past?,"It sounds like you had some contact with treatment, even if it didn’t feel very substantial to you. What was that experience like for you at the time?",1,1,1,1,0,2,1.0
L1vluZ9uHMY_33,All right. So you got into the sounds like a fairly serious fight when you were 12 and you're 25 now. Can you tell me what's happened in terms of any other problems between 12 and 25?,"Okay, so you haven’t been told of any diagnosis in the past. What stands out to you when you think about those earlier years and what was happening in your life then?",-1,-1,-2,0,0,1,-0.5
L1vluZ9uHMY_35,Any other thefts or assaults or anything?,It sounds like there were drinking and drug use along with other struggles during those years. What was that period like for you overall?,1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_37,"All right. And how much danger were the people that you were fighting? Like, did you seriously hurt them or...?","It sounds like the fights kept happening for a while, and the last one was around age 20. What do you notice when you look back on that time in your life?",1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_39,All right. How many times did that happen where you seriously hurt somebody?,I hear that the fights could be very serious and that people were getting hurt. What was happening for you in those moments?,1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_41,"Can you explain what happened, like what caused the fight?",It sounds like there were many fights and it’s hard to put a number on them. What do you remember most about the pattern of those fights over time?,1,1,1,1,0,2,1.0
L1vluZ9uHMY_43,What are your feelings about that?,It sounds like that fight escalated quickly and became very intense. What was going through your mind and body right before and during it?,1,1,1,1,0,2,1.0
L1vluZ9uHMY_45,Because of the way she looked at you?,"It sounds like you feel strongly that she deserved it, and that the anger felt very justified to you in that moment. What was happening inside you when you saw her looking at you that way?",-1,-1,-2,0,0,1,-0.5
L1vluZ9uHMY_47,Do you ever have any feelings of guilt or remorse about that?,You’re saying the way she looked at you felt like enough to make the fight feel justified. I’m curious what that moment meant to you.,-1,-1,-2,1,0,1,-0.3333333333333333
L1vluZ9uHMY_49,Have you ever apologized to any of the people that were hurt?,I hear that you’re not feeling guilt or remorse about it. What is it like for you to talk about it now?,1,1,1,1,0,2,1.0
L1vluZ9uHMY_51,"Oh, so in some of these situations, apologizing was kind of required?",It sounds like the apology was more about avoiding consequences than about how you felt toward the people who were hurt. What was that like for you?,-1,-1,-2,-1,-1,1,-0.8333333333333334
L1vluZ9uHMY_53,So you apologized to them but you didn't really mean it? Or what were you thinking?,"So for you, the apology was tied to pressure and avoiding trouble rather than genuine regret. How do you experience that distinction?",-1,-1,-2,-1,-1,1,-0.8333333333333334
L1vluZ9uHMY_55,Were you successful in getting out of trouble?,You’re being very clear that you didn’t mean the apology and that it was a way to move on. What was going through your mind in those moments?,-1,-1,-2,-1,-1,1,-0.8333333333333334
L1vluZ9uHMY_57,You say that with a little pride. Is it something you take pride in? Being able to get out of trouble?,"It sounds like getting out of trouble felt very important to you, and that it worked. What did that success mean to you?",-1,-1,-2,-1,-1,1,-0.8333333333333334
L1vluZ9uHMY_59,So that's like something you look at as like a skill that you have?,I hear that it feels like a point of pride for you to be able to get out of trouble. What is it about that that feels good to you?,1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_61,"Have you ever for the theft type activities, you ever felt any guilt or remorse there?",It sounds like being able to get out of trouble feels like a real strength for you. What is it about that skill that stands out most to you?,1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_63,It's kind of the same thing?,I hear that you don’t experience guilt or remorse around those thefts. What does that mean to you when you think about those situations?,1,1,0,1,0,2,0.8333333333333334
L1vluZ9uHMY_65,Were you ever the victim of a crime?,"You’re seeing it as a matter of fairness and self-protection, like getting them before they could get you. What feels most important to you in that way of looking at it?",-1,-1,-2,1,1,2,0.0
L1vluZ9uHMY_67,"Do you feel that you're good in working with people, like in terms of social skills?",It sounds like you see yourself as someone who can stay a step ahead of other people. What is that like for you to carry around?,1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_69,So you're effective at managing relationships to get what you want?,I hear that getting what you want feels central for you in relationships. What does that say about how you see yourself with other people?,1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_71,How would you describe your mood most of the time?,It sounds like you experience yourself as effective in getting your needs met with people. What feels most true to you about that?,1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_73,How often does that happen?,You’re noticing some irritability at times. What tends to be going on for you when that shows up?,1,1,1,1,0,2,1.0
L1vluZ9uHMY_75,All right. Does that irritability ever lead to or has ever led to some of the aggressiveness you've...?,A few times a week sounds fairly regular. What do you notice about those moments when you get irritable?,1,0,1,1,0,2,0.8333333333333334
L1vluZ9uHMY_77,So you're more likely to be aggressive when you've been irritable for a while?,It sounds like there’s a connection between feeling irritable and becoming aggressive for you. Can you tell me a little more about what that looks like when it happens?,1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_79,When was the last time you were involved in a physical fight?,"It sounds like when the irritability builds up, it can make things feel harder to manage. What do you notice in yourself in those moments?",1,0,0,1,0,2,0.6666666666666666
L1vluZ9uHMY_81,About five years ago?,"That was around age 20, and I’m hearing that it’s been a while since then. What feels different now compared with back then?",1,1,1,1,0,2,1.0
L1vluZ9uHMY_83,What do you think has caused that to stop?,"About five years ago, yes. It sounds like something has shifted for you since then, and I’m curious what you make of that.",1,1,1,1,0,2,1.0
L1vluZ9uHMY_85,What type of things?,“Moving on to bigger and better things” sounds important to you. What does that mean for you in your life right now?,-1,0,-2,1,0,2,0.0
L1vluZ9uHMY_87,So the stealing's more gratifying than the fighting?,Stealing. I hear that as something that’s been part of your experience in a different way than fighting. What feels different about it for you?,1,1,1,1,0,2,1.0
L1vluZ9uHMY_89,"So irritable and any other emotions, any other feelings?",It sounds like stealing feels more rewarding or compelling than fighting did. What is it like for you to notice that?,1,1,1,1,0,2,1.0
L1vluZ9uHMY_91,All right. You have a job?,"You’re not sure, and that’s okay. Sometimes it can be hard to name feelings right away—what do you notice in your body or in your thoughts when you think about it?",1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_93,Can you tell me about your work performance and your experience there?,"It sounds like work has been part of your life, even if it’s changed recently. What was going on around the time you stopped working there?",1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_95,You show up most of the time?,"You’re describing showing up and doing what was needed, even if it wasn’t always consistent. What was that experience like for you?",1,1,1,1,0,2,1.0
L1vluZ9uHMY_97,How would your employer describe you as an employee?,"Mm-hmm. And when you think about your work overall, what stands out to you about that time?",-1,-1,-2,-1,0,1,-0.6666666666666666
L1vluZ9uHMY_99,"All right. So in terms of your feelings about missing work, that's not too worrisome for you?","It sounds like you see yourself as capable at the job, while also noticing your boss wanted more consistency. What was it like for you hearing that from him?",-1,-1,-2,-1,-1,1,-0.8333333333333334
L1vluZ9uHMY_101,How many jobs have you had?,So missing work doesn’t feel especially troubling to you. What do you make of that for yourself?,-1,0,-2,0,0,2,-0.16666666666666666
L1vluZ9uHMY_103,Six jobs? At what age did you first start working?,Six jobs feels like a lot over time. What has that been like for you?,1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_105,So six jobs in about six years?,"You started working at 19, and since then there’s been a lot of movement between jobs. What do you notice when you look back on that pattern?",0,0,-2,1,0,2,0.16666666666666666
L1vluZ9uHMY_107,"And would you say that your experience with all the employers was the same in terms of how you showed up for work and missing work, or were any of them different?","Yeah, six jobs in about six years. What feels important to you about that?",1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_109,Kind of do things your own way?,"It sounds like being asked to conform has felt frustrating for you, and that doing things your own way is important to you. What has that been like for you in work settings?",-1,0,-2,0,0,2,-0.16666666666666666
L1vluZ9uHMY_111,What do you want to gain out of treatment here?,So there’s a strong sense of wanting to keep your independence and do things your own way. I’m curious what that has meant for you in those jobs.,1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_113,"You're in trouble now, and you'd like to get out of trouble?","You want to get out of trouble, and that feels important right now. What feels like the biggest trouble you’re hoping to move away from?",1,1,1,1,1,2,1.1666666666666667
L1vluZ9uHMY_115,"All right, Lisa, this has been helpful. I'm going to get you scheduled for treatment, and they'll probably get you in about a week, and we can go from there.","Yeah, being in trouble sounds stressful, and you’d like things to be different. What would feeling “out of trouble” look like for you?",1,1,1,1,0,2,1.0
L1vluZ9uHMY_117,All right. Thank you.,"Okay, Lisa. It sounds like you’re ready to get started, and we’ll take it from there. What’s been weighing on you most as you wait to begin treatment?",-1,-1,-2,0,0,1,-0.5
P624_q04ZWg_1,"Hi Jackie, how are you doing today?","It sounds like there’s more you’d want to share, and I’m here to listen. What feels most important for me to understand right now?",1,0,-2,1,0,2,0.3333333333333333
P624_q04ZWg_3,"You're alright? Yeah. I, I'm doing well, thanks for asking. I understand you've had some recent difficulties that brought you into our agency.","I’m doing well, thank you for asking. It sounds like you’re doing alright today, and I appreciate you being here—what’s been on your mind lately?",0,0,-2,0,0,2,0.0
P624_q04ZWg_5,You lost your job?,I’m sorry to hear that; losing your job can be really hard. What has that been like for you?,1,1,1,1,1,2,1.1666666666666667
P624_q04ZWg_7,"Were you aware that if there was an accident, you'd be drug tested?",It sounds like losing your job happened pretty suddenly and in a way that felt tied to a few things at once. I’m hearing some frustration and maybe some regret in how it all unfolded.,1,0,-2,1,0,2,0.3333333333333333
P624_q04ZWg_9,"Hm. So there, has there been consequences to losing your job?","It sounds like there may have been some uncertainty about the testing policy, and that left you unprepared when the accident happened. What was that experience like for you when you realized the consequences?",-1,-1,-2,0,0,1,-0.5
P624_q04ZWg_11,"Alright, what type of work do you do?","That sounds like it’s been putting a lot of pressure on you at home, especially with your parents and not having your own money right now. I hear that this has affected both your independence and your relationships.",1,1,1,1,1,2,1.1666666666666667
P624_q04ZWg_13,"All right. So, most of those employers would require a drug screen?","It sounds like security work is the kind of job you’ve been doing, and losing it has made things feel even more uncertain. What has it been like for you trying to think about what comes next?",-1,-1,-2,0,0,1,-0.5
P624_q04ZWg_15,You think it should be legal?,"I hear that the drug screens have become a real barrier for you, and that’s adding to the stress of needing work. It sounds like you’re feeling stuck between wanting a job and wanting to keep using.",1,1,1,1,1,2,1.1666666666666667
P624_q04ZWg_17,So you want to stop using marijuana altogether?,"It sounds like you’re questioning the harm and feeling frustrated by the rules around marijuana, while also recognizing that getting a job matters to you. What feels most important to you about making a change right now?",1,1,-1,1,0,2,0.6666666666666666
P624_q04ZWg_19,"All right, can you tell me about your marijuana use now? Like, when was the last time you used?","You’re feeling like stopping is tied to being able to work again, and you don’t want to go through another failed test. What has it been like for you to think about that shift?",1,1,1,1,1,2,1.1666666666666667
P624_q04ZWg_21,"All right, so recently. And how about the course? Like, when did you start using marijuana?","It sounds like you’re still using pretty recently, even though you’re also wanting to make a change for work. What’s it like for you to notice both of those things at the same time?",1,1,1,1,0,2,1.0
P624_q04ZWg_23,All right. Any other drugs or alcohol or anything? Just marijuana?,"It sounds like marijuana has been a long-standing part of your life, especially through your friendships, and now there’s also this pressure around work and drug testing. What’s it like for you to be looking at that change now?",-1,-1,-2,1,0,2,-0.16666666666666666
P624_q04ZWg_25,Have you noticed over time you've been using more?,"It sounds like marijuana is the only substance you’re using, and that feels pretty straightforward to you. What has your relationship with it been like over time?",-1,0,-2,1,0,2,0.0
P624_q04ZWg_27,"So it's consuming a lot of time, marijuana?","It sounds like even when you try to keep it limited, being with friends can lead to using more than you intended. What’s that experience like for you?",1,1,1,1,0,2,1.0
P624_q04ZWg_29,All right. You have a craving for marijuana?,"It sounds like marijuana is taking up a lot of your attention and time, almost like it’s always in the background. How is it for you to notice that?",1,1,1,1,0,2,1.0
P624_q04ZWg_31,"Now, have you had any social problems because of your marijuana use?","It sounds like part of you is aware of how much time and energy it takes, even if you’re not sure you’d call it a craving. What do you make of that?",-1,-1,-2,1,0,1,-0.3333333333333333
P624_q04ZWg_33,Are there other important activities that you miss out on because of your marijuana use? Outside of work.,"It sounds like your friends don’t see it as a problem, while work has been affected for you. What has that been like to navigate?",-1,1,-2,1,0,2,0.16666666666666666
P624_q04ZWg_35,You don't miss much. Are there any activities that you engage in that are more dangerous because of your marijuana use?,"It sounds like you don’t feel you’re missing out on much right now, since there isn’t a lot else you’re doing outside of work. What’s that like for you?",1,1,1,1,1,2,1.1666666666666667
P624_q04ZWg_37,Do you have any history of mental health issues or medical issues?,"It sounds like the way you use marijuana doesn’t feel especially risky to you in the moment, since it’s mostly just hanging out at home. How do you see it affecting your life, if at all?",1,0,0,1,0,2,0.6666666666666666
P624_q04ZWg_39,Do you notice any anxiety or physical symptoms when you stop using marijuana?,"It sounds like things have felt pretty quiet and limited, with not much changing day to day. I’m curious what it’s been like for you to talk through all of this so far.",1,1,1,1,1,2,1.1666666666666667
P624_q04ZWg_41,Feel okay? Yeah. So how motivated are you to stop using?,It sounds like you’re feeling okay physically and not noticing much in the way of withdrawal. What’s it like for you to think about your marijuana use in the bigger picture?,1,1,1,1,0,2,1.0
P624_q04ZWg_43,"You're committed to it? Yeah. I'm going to get you in to see a counselor here, if that's okay with you.","You’re feeling pretty committed, even though part of you doesn’t really want to stop. It sounds like there’s a lot tied up in wanting a new job and not wanting to rely on your parents anymore.",1,1,1,1,1,2,1.1666666666666667
P624_q04ZWg_45,It'll be helpful? Mm-hmm. And I appreciate you taking this time to tell me what's going on and answer my questions. This has been helpful.,"It sounds like having that support could be really helpful, and you’re open to it. What are you hoping might be different for you as you start meeting with the counselor?",-1,-1,-2,-1,-1,1,-0.8333333333333334
SNstOn6owcI_1,"Hi Sarah, how are you doing today?",It sounds like you’re here and I’m glad you came in today. What’s been on your mind lately?,1,1,-1,1,0,2,0.6666666666666666
SNstOn6owcI_3,Doing well?,Okay. What has today been like for you so far?,1,1,1,1,0,2,1.0
SNstOn6owcI_5,"A little better than last time, or worse?",It sounds like things are feeling mostly steady right now. What’s been going on for you recently?,-1,0,-2,0,0,2,-0.16666666666666666
SNstOn6owcI_7,No change?,"No change. That sounds pretty neutral, maybe a little stuck. What has that been like for you?",1,0,0,1,0,2,0.6666666666666666
SNstOn6owcI_8,So you're still having sadness?,It sounds like things feel pretty stuck right now. What feels most noticeable to you about the lack of change?,1,1,1,1,0,2,1.0
SNstOn6owcI_10,And frustrated?,I hear that the sadness is still there. What has that sadness been like for you lately?,0,0,-2,0,0,2,0.0
SNstOn6owcI_12,Tell me what's been going on this last week.,It sounds like you’re carrying both sadness and frustration. What has that been like day to day?,1,1,1,1,0,2,1.0
SNstOn6owcI_14,How much have you been sleeping each night on average?,"That sounds really exhausting, especially with Mary crying and needing extra help. What has this week been like for you emotionally?",1,1,0,1,0,2,0.8333333333333334
SNstOn6owcI_16,And how long did you sleep each night before you had Mary?,"So you’ve been sleeping quite a bit, and still feeling very tired. How does that fit with how you’ve been feeling overall?",1,1,1,1,0,2,1.0
SNstOn6owcI_18,So your sleep habits have changed. What else has changed besides feeling sad?,"It sounds like your sleep has increased compared with before, and you’re still feeling worn down. What else have you noticed changing for you?",1,0,0,1,0,2,0.6666666666666666
SNstOn6owcI_20,What specifically is contributing to that thought?,"I hear that you’re feeling discouraged about how things are going with Mary, and that thoughts about work are coming up too. What feels most important to you in that?",1,1,1,1,0,2,1.0
SNstOn6owcI_22,So you're less enthusiastic about caring for her than you were with George?,It sounds like you’re noticing a difference between how you responded with George and how you’re feeling with Mary now. What do you make of that difference?,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_24,You still do care for her though?,"It sounds like you’re noticing a real difference in how you feel caring for Mary compared with George, and that feels important to you. What do you make of that change?",1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_26,Anything else that's changed?,"So even though the feeling has shifted, your care for her is still there. What is it like for you to hold both of those things at once?",1,1,1,1,0,2,1.0
SNstOn6owcI_28,Tell me more about the sadness. Where do you think that's coming from?,"It sounds like there may be more there, even if it’s hard to name right now. What do you notice when you sit with that sense of sadness?",1,1,0,1,0,2,0.8333333333333334
SNstOn6owcI_30,"People are giving you the same input, but you're feeling differently about it.","You’re hearing praise from others, but inside it doesn’t match how you feel, and that sounds painful. What is it like to feel that gap between what others see and what you’re experiencing?",1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_32,"Their feedback hasn't changed, but your feelings have.",It sounds like the outside feedback and your inner experience are telling very different stories. What do you notice in yourself when that happens?,1,1,1,1,0,2,1.0
SNstOn6owcI_34,To the point where you feel you should get a job and put Mary in daycare?,I hear that your feelings have changed even though the situation and the feedback haven’t. What feels most present for you in that change?,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_36,What comes to mind when you consider working full-time?,It sounds like you’re weighing a lot of feelings about what this would mean for Mary and for you. What stands out most as you think about daycare and work?,-1,-1,-2,-1,-1,1,-0.8333333333333334
SNstOn6owcI_38,Like you're just not doing the same quality job.,"You’re holding mixed feelings, and it sounds like there’s both sadness and some practical reality in what you’re noticing. What feels most important to you in that tension?",1,0,-2,1,0,2,0.3333333333333333
SNstOn6owcI_40,What kind of things did you do with George that you looked forward to?,"It sounds like there’s a painful sense of not measuring up, especially when you compare this experience with George’s. What is it like for you to notice that difference in yourself?",-1,-1,-2,1,1,2,0.0
SNstOn6owcI_42,Like most days?,Those moments with George sound really special and full of connection. I’m wondering what it’s like to remember those times while also feeling unsure about Mary’s experience now.,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_44,Have you done those same things with Mary?,It sounds like those routines were a meaningful part of your days with George. What do you notice in yourself as you think about how often you were able to do that?,1,0,0,1,0,2,0.6666666666666666
SNstOn6owcI_46,"Each baby is different, but you'd prefer if her temperament was more like George's.","That sounds frustrating and maybe discouraging, especially when you’re trying and it doesn’t seem to land the same way. What is it like for you to see Mary respond differently?",-1,-1,-2,-1,-1,1,-0.8333333333333334
SNstOn6owcI_48,"If it were, do you think that would break you out of these feelings of sadness?","I hear that, and it sounds like there’s a wish for things to feel more familiar or easier in the way they did with George. What feelings come up for you when you think about that?",1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_50,So part of this could be adapting to her personality.,"There’s a lot of hope in that, even if it feels uncertain. What do you imagine might be different for you if some of these sadness feelings eased?",1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_52,What else could be a part of it?,"Maybe there’s some uncertainty about whether it’s Mary’s temperament, or something bigger you’re carrying. What feels most true to you right now?",1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_54,So they look upon you negatively because you don't work?,"It sounds like you’re feeling judged and maybe alone in this, especially when you compare yourself to your friends. What is it like to hold that feeling while also trying to make sense of your sadness?",1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_56,Do you have evidence that's the way they feel?,"It sounds like that comment really landed painfully for you, especially when you're already feeling sensitive about not working. What is it like for you to sit with that feeling around your friends?",1,1,1,2,1,2,1.3333333333333333
SNstOn6owcI_58,I can see how that would hurt. But this sadness is markedly worse than what you've experienced before.,"That sounds really hurtful, and it makes sense that it would leave you feeling judged. When you hear that kind of comment, what do you notice happening inside you?",1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_60,"After you had George, there was no period of sadness?","I hear how painful that was, and it sounds like this sadness feels heavier and different from what you've known before. What has this been like for you day to day?",1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_62,And you don't have that same feeling now.,"So with George, you felt mostly joy and adjustment, and this time it feels different. What feels most different for you now?",1,1,1,1,0,2,1.0
SNstOn6owcI_64,So you're adapting to her needs and George's changing role. There's a lot going on.,"It sounds like you care deeply about Mary, and at the same time you're feeling stretched and frustrated by everything you're carrying. What is it like to hold both of those feelings at once?",1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_66,"You're sleeping more, not enjoying Mary like you hoped, and seeing things negatively.","That sounds like a lot to manage, and I hear how the demands on you are piling up. What has it been like for you emotionally as you've been trying to adapt?",1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_69,Which makes it more frustrating. Have you had feelings of guilt?,"It sounds really discouraging to feel like you're giving up in those moments, especially when others seem to soothe her more easily. What do you make of that difference?",1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_71,It comes back to the feeling that you aren't providing the same quality of care.,"I hear how much guilt you're carrying, and how painful it is to compare this experience with how things felt with George. What is it like for you to notice that sense of not being a good mom?",1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_73,I want to look at behaviors. Thoughts are what you're thinking; behaviors are what you're doing.,It sounds like that leaves you feeling really discouraged and maybe even comparing yourself to how things were with George. What is that like for you when Mary cries and you notice that reaction in yourself?,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_75,"It's important to engage in activities that would normally bring enjoyment, even if you don't feel it right now.","That makes sense. As you think about your behaviors with Mary, what do you notice yourself doing when things feel hard or overwhelming?",1,0,-2,1,0,2,0.3333333333333333
SNstOn6owcI_77,What activities were you looking forward to doing with Mary?,"It sounds like you can see the value in staying connected to activities that matter to you, even if the feeling isn’t there yet. What stands out to you about that idea?",-1,0,-2,1,0,2,0.0
SNstOn6owcI_79,Reading and singing. Anything else?,"Reading, singing, and holding her when she’s calm sound like meaningful moments for you. What is it like to name those activities together?",1,1,1,1,0,2,1.0
SNstOn6owcI_81,Have you tried to go to the park?,"It sounds like the park was something you were hoping for, and not getting there has felt disappointing. What comes up for you when you think about that?",1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_83,What led to you not going?,"I hear that the first experience stayed with you, and then the next time it felt hard to follow through. What was happening for you in that moment when you didn’t go?",1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_85,"So sadness and negative thoughts are the obstacle. Let's schedule reading, singing, and the park.",It sounds like remembering that last time brought up sadness and made the idea of going feel too painful. What was that sadness like for you?,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_87,How many times a day did you read with George?,It sounds like part of you is noticing how sadness and those thoughts get in the way. How does it feel to have those activities named together like that?,1,0,-2,1,0,2,0.3333333333333333
SNstOn6owcI_89,"Let's set a goal of 20 minutes of reading a day, Monday through Friday.","It sounds like you were able to keep that reading time pretty consistent, and that’s meaningful. How did it feel to do that each day?",1,1,1,1,0,2,1.0
SNstOn6owcI_91,What time of day would be realistic?,"That sounds like a clear and manageable goal, and I hear your willingness in saying okay. What stands out to you about setting it up that way?",-1,-1,-2,0,0,1,-0.5
SNstOn6owcI_93,Let's set 6:30 as the target. Can you push yourself to do that?,"6:30 feels like a realistic time for you, right after dinner. What is it like to picture that part of the day as the reading time?",0,0,-2,0,0,2,0.0
SNstOn6owcI_95,Do you believe it would be good for Mary?,I hear that you’re willing to try 6:30 as the target. What comes up for you as you think about following through with it?,1,0,-2,1,0,2,0.3333333333333333
