ID,reference,prediction,NJ,WE,RA,AL,RF,SA,AVG
L1vluZ9uHMY_103,Six jobs? At what age did you first start working?,Six jobs? At what age did you first start working?,1,1,1,1,0,2,1.0
L1vluZ9uHMY_105,So six jobs in about six years?,So six jobs in about six years?,1,1,1,1,0,2,1.0
L1vluZ9uHMY_107,"And would you say that your experience with all the employers was the same in terms of how you showed up for work and missing work, or were any of them different?","And would you say that your experience with all the employers was the same in terms of how you showed up for work and missing work, or were any of them different?",1,0,0,1,0,2,0.6666666666666666
L1vluZ9uHMY_109,Kind of do things your own way?,Kind of do things your own way?,-1,-1,-2,0,0,1,-0.5
L1vluZ9uHMY_111,What do you want to gain out of treatment here?,What do you want to gain out of treatment here?,-1,-1,-2,0,-1,1,-0.6666666666666666
L1vluZ9uHMY_113,"You're in trouble now, and you'd like to get out of trouble?","You're in trouble now, and you'd like to get out of trouble?",-1,-1,-2,0,0,1,-0.5
L1vluZ9uHMY_115,"All right, Lisa, this has been helpful. I'm going to get you scheduled for treatment, and they'll probably get you in about a week, and we can go from there.","All right, Lisa, this has been helpful. I'm going to get you scheduled for treatment, and they'll probably get you in about a week, and we can go from there.",-1,-1,-2,0,0,1,-0.5
L1vluZ9uHMY_117,All right. Thank you.,All right. Thank you.,-1,-1,-2,0,0,1,-0.5
P624_q04ZWg_1,"Hi Jackie, how are you doing today?","Hi Jackie, how are you doing today?",0,0,-2,0,0,2,0.0
P624_q04ZWg_3,"You're alright? Yeah. I, I'm doing well, thanks for asking. I understand you've had some recent difficulties that brought you into our agency.","You're alright? Yeah. I, I'm doing well, thanks for asking. I understand you've had some recent difficulties that brought you into our agency.",0,0,-2,0,0,2,0.0
P624_q04ZWg_5,You lost your job?,You lost your job?,1,1,1,1,1,2,1.1666666666666667
P624_q04ZWg_7,"Were you aware that if there was an accident, you'd be drug tested?","Were you aware that if there was an accident, you'd be drug tested?",1,1,1,1,0,2,1.0
P624_q04ZWg_9,"Hm. So there, has there been consequences to losing your job?","Hm. So there, has there been consequences to losing your job?",1,1,1,1,1,2,1.1666666666666667
P624_q04ZWg_11,"Alright, what type of work do you do?","Alright, what type of work do you do?",0,0,-2,0,0,2,0.0
P624_q04ZWg_13,"All right. So, most of those employers would require a drug screen?","All right. So, most of those employers would require a drug screen?",-1,0,-2,1,0,2,0.0
P624_q04ZWg_15,You think it should be legal?,You think it should be legal?,-1,-1,-2,1,0,1,-0.3333333333333333
P624_q04ZWg_17,So you want to stop using marijuana altogether?,So you want to stop using marijuana altogether?,1,1,1,1,0,2,1.0
P624_q04ZWg_19,"All right, can you tell me about your marijuana use now? Like, when was the last time you used?","All right, can you tell me about your marijuana use now? Like, when was the last time you used?",1,1,1,1,0,2,1.0
P624_q04ZWg_21,"All right, so recently. And how about the course? Like, when did you start using marijuana?","All right, so recently. And how about the course? Like, when did you start using marijuana?",1,0,1,1,0,2,0.8333333333333334
P624_q04ZWg_23,All right. Any other drugs or alcohol or anything? Just marijuana?,All right. Any other drugs or alcohol or anything? Just marijuana?,-1,-1,-2,0,0,1,-0.5
P624_q04ZWg_25,Have you noticed over time you've been using more?,Have you noticed over time you've been using more?,-1,0,-2,1,0,2,0.0
P624_q04ZWg_27,"So it's consuming a lot of time, marijuana?","So it's consuming a lot of time, marijuana?",-1,0,-2,1,0,2,0.0
P624_q04ZWg_29,All right. You have a craving for marijuana?,All right. You have a craving for marijuana?,-1,-1,-2,0,0,1,-0.5
P624_q04ZWg_31,"Now, have you had any social problems because of your marijuana use?","Now, have you had any social problems because of your marijuana use?",1,1,1,1,0,2,1.0
P624_q04ZWg_33,Are there other important activities that you miss out on because of your marijuana use? Outside of work.,Are there other important activities that you miss out on because of your marijuana use? Outside of work.,1,1,1,1,0,2,1.0
P624_q04ZWg_35,You don't miss much. Are there any activities that you engage in that are more dangerous because of your marijuana use?,You don't miss much. Are there any activities that you engage in that are more dangerous because of your marijuana use?,-1,0,-2,1,0,2,0.0
P624_q04ZWg_37,Do you have any history of mental health issues or medical issues?,Do you have any history of mental health issues or medical issues?,-1,-1,-2,0,0,1,-0.5
P624_q04ZWg_39,Do you notice any anxiety or physical symptoms when you stop using marijuana?,Do you notice any anxiety or physical symptoms when you stop using marijuana?,1,1,1,1,0,2,1.0
P624_q04ZWg_41,Feel okay? Yeah. So how motivated are you to stop using?,Feel okay? Yeah. So how motivated are you to stop using?,1,1,1,1,1,2,1.1666666666666667
P624_q04ZWg_43,"You're committed to it? Yeah. I'm going to get you in to see a counselor here, if that's okay with you.","You're committed to it? Yeah. I'm going to get you in to see a counselor here, if that's okay with you.",-1,-1,-2,0,0,1,-0.5
P624_q04ZWg_45,It'll be helpful? Mm-hmm. And I appreciate you taking this time to tell me what's going on and answer my questions. This has been helpful.,It'll be helpful? Mm-hmm. And I appreciate you taking this time to tell me what's going on and answer my questions. This has been helpful.,0,0,-2,0,0,2,0.0
SNstOn6owcI_1,"Hi Sarah, how are you doing today?","Hi Sarah, how are you doing today?",1,1,1,1,0,2,1.0
SNstOn6owcI_3,Doing well?,Doing well?,1,0,1,1,0,2,0.8333333333333334
SNstOn6owcI_5,"A little better than last time, or worse?","A little better than last time, or worse?",1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_7,No change?,No change?,0,0,-2,1,0,2,0.16666666666666666
SNstOn6owcI_8,So you're still having sadness?,So you're still having sadness?,1,0,0,1,0,2,0.6666666666666666
SNstOn6owcI_10,And frustrated?,And frustrated?,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_12,Tell me what's been going on this last week.,Tell me what's been going on this last week.,0,0,-2,0,0,2,0.0
SNstOn6owcI_14,How much have you been sleeping each night on average?,How much have you been sleeping each night on average?,1,0,0,1,0,2,0.6666666666666666
SNstOn6owcI_16,And how long did you sleep each night before you had Mary?,And how long did you sleep each night before you had Mary?,1,1,1,1,0,2,1.0
SNstOn6owcI_18,So your sleep habits have changed. What else has changed besides feeling sad?,So your sleep habits have changed. What else has changed besides feeling sad?,1,1,1,1,0,2,1.0
SNstOn6owcI_20,What specifically is contributing to that thought?,What specifically is contributing to that thought?,0,0,-2,0,0,2,0.0
SNstOn6owcI_22,So you're less enthusiastic about caring for her than you were with George?,So you're less enthusiastic about caring for her than you were with George?,1,1,1,1,0,2,1.0
SNstOn6owcI_24,You still do care for her though?,You still do care for her though?,1,0,-2,1,0,2,0.3333333333333333
SNstOn6owcI_26,Anything else that's changed?,Anything else that's changed?,1,0,1,1,0,2,0.8333333333333334
SNstOn6owcI_28,Tell me more about the sadness. Where do you think that's coming from?,Tell me more about the sadness. Where do you think that's coming from?,1,0,1,1,0,2,0.8333333333333334
SNstOn6owcI_30,"People are giving you the same input, but you're feeling differently about it.","People are giving you the same input, but you're feeling differently about it.",1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_32,"Their feedback hasn't changed, but your feelings have.","Their feedback hasn't changed, but your feelings have.",1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_34,To the point where you feel you should get a job and put Mary in daycare?,To the point where you feel you should get a job and put Mary in daycare?,-1,-1,-2,-1,-1,1,-0.8333333333333334
SNstOn6owcI_36,What comes to mind when you consider working full-time?,What comes to mind when you consider working full-time?,1,0,1,1,0,2,0.8333333333333334
SNstOn6owcI_38,Like you're just not doing the same quality job.,Like you're just not doing the same quality job.,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_40,What kind of things did you do with George that you looked forward to?,What kind of things did you do with George that you looked forward to?,1,1,1,1,0,2,1.0
SNstOn6owcI_42,Like most days?,Like most days?,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_44,Have you done those same things with Mary?,Have you done those same things with Mary?,1,0,1,1,0,2,0.8333333333333334
SNstOn6owcI_46,"Each baby is different, but you'd prefer if her temperament was more like George's.","Each baby is different, but you'd prefer if her temperament was more like George's.",-1,-1,-2,1,0,2,-0.16666666666666666
SNstOn6owcI_48,"If it were, do you think that would break you out of these feelings of sadness?","If it were, do you think that would break you out of these feelings of sadness?",1,0,0,1,0,2,0.6666666666666666
SNstOn6owcI_50,So part of this could be adapting to her personality.,So part of this could be adapting to her personality.,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_52,What else could be a part of it?,What else could be a part of it?,1,1,1,1,0,2,1.0
SNstOn6owcI_54,So they look upon you negatively because you don't work?,So they look upon you negatively because you don't work?,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_56,Do you have evidence that's the way they feel?,Do you have evidence that's the way they feel?,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_58,I can see how that would hurt. But this sadness is markedly worse than what you've experienced before.,I can see how that would hurt. But this sadness is markedly worse than what you've experienced before.,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_60,"After you had George, there was no period of sadness?","After you had George, there was no period of sadness?",1,1,1,1,0,2,1.0
SNstOn6owcI_62,And you don't have that same feeling now.,And you don't have that same feeling now.,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_64,So you're adapting to her needs and George's changing role. There's a lot going on.,So you're adapting to her needs and George's changing role. There's a lot going on.,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_66,"You're sleeping more, not enjoying Mary like you hoped, and seeing things negatively.","You're sleeping more, not enjoying Mary like you hoped, and seeing things negatively.",1,1,1,1,0,2,1.0
SNstOn6owcI_69,Which makes it more frustrating. Have you had feelings of guilt?,Which makes it more frustrating. Have you had feelings of guilt?,-1,0,-2,1,0,2,0.0
SNstOn6owcI_71,It comes back to the feeling that you aren't providing the same quality of care.,It comes back to the feeling that you aren't providing the same quality of care.,-1,-1,-2,1,0,2,-0.16666666666666666
SNstOn6owcI_73,I want to look at behaviors. Thoughts are what you're thinking; behaviors are what you're doing.,I want to look at behaviors. Thoughts are what you're thinking; behaviors are what you're doing.,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_75,"It's important to engage in activities that would normally bring enjoyment, even if you don't feel it right now.","It's important to engage in activities that would normally bring enjoyment, even if you don't feel it right now.",-1,0,-2,0,0,2,-0.16666666666666666
SNstOn6owcI_77,What activities were you looking forward to doing with Mary?,What activities were you looking forward to doing with Mary?,1,1,1,1,0,2,1.0
SNstOn6owcI_79,Reading and singing. Anything else?,Reading and singing. Anything else?,-1,-1,-2,0,0,1,-0.5
SNstOn6owcI_81,Have you tried to go to the park?,Have you tried to go to the park?,-1,-1,-2,-1,-1,1,-0.8333333333333334
SNstOn6owcI_83,What led to you not going?,What led to you not going?,1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_85,"So sadness and negative thoughts are the obstacle. Let's schedule reading, singing, and the park.","So sadness and negative thoughts are the obstacle. Let's schedule reading, singing, and the park.",0,0,-2,0,0,2,0.0
SNstOn6owcI_87,How many times a day did you read with George?,How many times a day did you read with George?,1,1,1,1,0,2,1.0
SNstOn6owcI_89,"Let's set a goal of 20 minutes of reading a day, Monday through Friday.","Let's set a goal of 20 minutes of reading a day, Monday through Friday.",-1,-1,-2,-1,-1,1,-0.8333333333333334
SNstOn6owcI_91,What time of day would be realistic?,What time of day would be realistic?,1,1,1,1,0,2,1.0
SNstOn6owcI_93,Let's set 6:30 as the target. Can you push yourself to do that?,Let's set 6:30 as the target. Can you push yourself to do that?,0,0,-2,1,0,2,0.16666666666666666
SNstOn6owcI_95,Do you believe it would be good for Mary?,Do you believe it would be good for Mary?,-1,-1,-2,-1,-1,-1,-1.1666666666666667
SNstOn6owcI_97,"When you feel derailed, remember 'this is good for her'. What about singing?","When you feel derailed, remember 'this is good for her'. What about singing?",-1,-1,-2,0,0,2,-0.3333333333333333
SNstOn6owcI_99,When would be a good time for that?,When would be a good time for that?,-1,-1,-2,-1,-1,1,-0.8333333333333334
SNstOn6owcI_101,Shortly after reading. Do you think that would be good for her?,Shortly after reading. Do you think that would be good for her?,1,1,1,1,0,2,1.0
SNstOn6owcI_103,How many days a week would you like to sing?,How many days a week would you like to sing?,1,0,1,1,0,2,0.8333333333333334
SNstOn6owcI_105,Let's start with four times a week. And what about the park?,Let's start with four times a week. And what about the park?,1,0,1,1,0,2,0.8333333333333334
SNstOn6owcI_107,Let's go with once. What were you thinking when you sighed just now?,Let's go with once. What were you thinking when you sighed just now?,1,0,0,1,0,2,0.6666666666666666
SNstOn6owcI_109,Could family help you get out once a week?,Could family help you get out once a week?,-1,0,-2,1,0,2,0.0
SNstOn6owcI_111,Does that external motivation help?,Does that external motivation help?,1,1,-2,1,0,2,0.5
SNstOn6owcI_113,"Evaluating the evidence, you do seem to be as good a mom. There's just a disconnect with your thoughts.","Evaluating the evidence, you do seem to be as good a mom. There's just a disconnect with your thoughts.",1,1,1,1,1,2,1.1666666666666667
SNstOn6owcI_114,"So, we have reading five times a week, singing four times, and the park once. Does that seem realistic?","So, we have reading five times a week, singing four times, and the park once. Does that seem realistic?",1,1,1,1,0,2,1.0
SNstOn6owcI_116,"If you miss a day, accept it as an isolated incident. Don't let it predict the next day.","If you miss a day, accept it as an isolated incident. Don't let it predict the next day.",-1,-1,-2,-1,-1,1,-0.8333333333333334
SNstOn6owcI_117,Can you stick with those levels? We'll follow up next week.,Can you stick with those levels? We'll follow up next week.,0,0,-2,0,0,2,0.0
SNstOn6owcI_119,Thanks Sarah.,Thanks Sarah.,-1,-1,-2,-1,-1,-1,-1.1666666666666667
UkjjYbFBctk_1,"Hi Sherry, how you doing today?","Hi Sherry, how you doing today?",1,1,1,1,0,2,1.0
UkjjYbFBctk_3,"I'm doing well, thanks for asking. So you're doing great?","I'm doing well, thanks for asking. So you're doing great?",1,1,1,1,0,2,1.0
UkjjYbFBctk_5,I noticed today your brother brought you in and he had some concerns about how your mood has been.,I noticed today your brother brought you in and he had some concerns about how your mood has been.,1,1,1,1,0,2,1.0
UkjjYbFBctk_7,"All right, so you're feeling you're feeling pretty good?","All right, so you're feeling you're feeling pretty good?",1,0,0,1,0,2,0.6666666666666666
UkjjYbFBctk_9,And you have been for about a week?,And you have been for about a week?,1,1,1,1,0,2,1.0
UkjjYbFBctk_11,All right. Have you do you feel like um your sleep habits have changed?,All right. Have you do you feel like um your sleep habits have changed?,1,0,0,1,0,2,0.6666666666666666
UkjjYbFBctk_13,All right so you're sleeping less but you don't feel tired at all?,All right so you're sleeping less but you don't feel tired at all?,1,1,1,1,0,2,1.0
UkjjYbFBctk_15,You feel okay?,You feel okay?,1,0,1,1,0,2,0.8333333333333334
UkjjYbFBctk_17,Do you find yourself more easily distracted by anything? Things around you?,Do you find yourself more easily distracted by anything? Things around you?,1,1,1,1,0,2,1.0
UkjjYbFBctk_19,"No, nothing like that?","No, nothing like that?",1,1,1,1,0,2,1.0
UkjjYbFBctk_21,You mentioned you're getting a lot of things done at work. How about at home?,You mentioned you're getting a lot of things done at work. How about at home?,1,1,1,1,0,2,1.0
UkjjYbFBctk_23,"All right, so you're accomplishing you're accomplishing a lot. Now when your brother had brought you in, he had mentioned some shopping, and that's one of the things he was concerned about.","All right, so you're accomplishing you're accomplishing a lot. Now when your brother had brought you in, he had mentioned some shopping, and that's one of the things he was concerned about.",1,1,-2,1,0,2,0.5
UkjjYbFBctk_25,Do you remember how much you spent?,Do you remember how much you spent?,1,1,1,1,0,2,1.0
UkjjYbFBctk_27,Do you feel like you spent more than you usually would spend at a trip to the mall?,Do you feel like you spent more than you usually would spend at a trip to the mall?,1,1,1,1,0,2,1.0
UkjjYbFBctk_29,"All right. Have you ever had a time in the past when you felt this way, where you felt really good?","All right. Have you ever had a time in the past when you felt this way, where you felt really good?",1,0,1,1,0,2,0.8333333333333334
UkjjYbFBctk_31,"Life's fallen into place. So you're feeling pretty good, you feel like things are going your way?","Life's fallen into place. So you're feeling pretty good, you feel like things are going your way?",1,1,1,1,1,2,1.1666666666666667
UkjjYbFBctk_33,And you're getting a lot accomplished.,And you're getting a lot accomplished.,1,0,0,1,0,2,0.6666666666666666
UkjjYbFBctk_35,Any sadness or anything like that?,Any sadness or anything like that?,1,0,1,1,0,2,0.8333333333333334
UkjjYbFBctk_37,"No. Um, any change in appetite?","No. Um, any change in appetite?",1,0,1,1,0,2,0.8333333333333334
UkjjYbFBctk_39,And you seem to have good amount of energy. Any feelings of worthlessness?,And you seem to have good amount of energy. Any feelings of worthlessness?,1,1,1,1,0,2,1.0
UkjjYbFBctk_41,Nothing. Any thoughts of death or dying?,Nothing. Any thoughts of death or dying?,-1,-1,-2,1,0,1,-0.3333333333333333
UkjjYbFBctk_43,Drug and alcohol use?,Drug and alcohol use?,-1,-1,-2,0,0,1,-0.5
UkjjYbFBctk_45,How about medical conditions?,How about medical conditions?,-1,-1,-2,0,0,1,-0.5
UkjjYbFBctk_47,None. All right. Have you ever had a time in the past when you felt depressed?,None. All right. Have you ever had a time in the past when you felt depressed?,1,1,1,1,1,2,1.1666666666666667
UkjjYbFBctk_49,"It's a new you. So do you know what happened um with the depression in the past, like did you end up hospitalized or being treated in some other way?","It's a new you. So do you know what happened um with the depression in the past, like did you end up hospitalized or being treated in some other way?",1,0,-2,1,0,2,0.3333333333333333
UkjjYbFBctk_51,No.,No.,0,0,-2,0,0,2,0.0
UkjjYbFBctk_53,There was just no treatment?,There was just no treatment?,-1,0,-2,1,0,1,-0.16666666666666666
UkjjYbFBctk_55,All right. But you believe you were depressed?,All right. But you believe you were depressed?,1,1,1,1,0,2,1.0
